Non_proprietary_name,australia,ema,fda,healthcanada,japan,swissmedic,n_unique_drug_names
rizatriptan (rizatriptan benzoate),,,,"['accel-rizatriptan odt', 'act rizatriptan', 'ag-rizatriptan odt', 'apo-rizatriptan', 'jamp rizatriptan', 'jamp-rizatriptan odt', 'm-rizatriptan', 'mar-rizatriptan', 'mar-rizatriptan odt', 'maxalt', 'maxalt rpd', 'mylan-rizatriptan odt', 'nat-rizatriptan odt', 'nra-rizatriptan odt', 'pms-rizatriptan rdt', 'rizatriptan', 'rizatriptan odt', 'rizatriptan rdt', 'sandoz rizatriptan odt', 'teva-rizatriptan odt']",,,20
rizatriptan benzoate,,,"['maxalt', 'maxalt-mlt', 'rizafilm', 'rizatriptan benzoate']",,,,4
rociletinib,,['xegafri'],,,,,1
rocuronium bromide,,,['rocuronium bromide'],['rocuronium bromide injection'],,,2
rofecoxib,,,['vioxx'],,,,1
roflumilast,['daxas/xevex/dalveza'],"['daliresp', 'daxas', 'libertek']","['daliresp', 'roflumilast', 'zoryve']","['daxas', 'zoryve']",,,6
rolapitant,,['varuby'],,,,,1
rolapitant hydrochloride,,,['varubi'],,,,1
romidepsin,['istodax'],['istodax'],"['istodax', 'romidepsin']",['istodax'],['istodax'],,2
romiplostim,,['nplate'],['nplate'],['nplate'],['romiplate'],,2
romosozumab,['evenity'],['evenity'],,['evenity'],['evenity'],,1
romosozumab-aqqg,,,['evenity'],,,,1
ropeginterferon alfa-2b,,['besremi'],,,,['besremi'],1
ropeginterferon alfa-2b-njft,,,['besremi'],,,,1
ropinirole (ropinirole hydrochloride),,,,"['taro-ropinirole', 'teva-ropinirole']",,,2
ropinirole hydrochloride,,,"['requip', 'requip xl', 'ropinirole hydrochloride']",,,,3
ropivacaine,['naropin'],,,,,,1
ropivacaine hydrochloride,,,"['naropin', 'ropivacaine hydrochloride']","['naropin', 'ropivacaine hydrochloride injection, usp']",,,3
rosiglitazone (rosiglitazone maleate),,,,['rosiglitazone'],,,1
rosiglitazone maleate,,,"['avandia', 'rosiglitazone', 'rosiglitazone maleate']",,,,3
rosuvastatin,['crestor/visacor'],,,,,,1
rosuvastatin (rosuvastatin calcium),,,,"['ach-rosuvastatin', 'ag-rosuvastatin calcium', 'apo-rosuvastatin', 'auro-rosuvastatin', 'bio-rosuvastatin', 'crestor - 10mg', 'crestor - 20mg', 'crestor - 40mg', 'crestor - 5mg', 'jamp rosuvastatin calcium', 'm-rosuvastatin', 'mar-rosuvastatin', 'mint-rosuvastatin', 'nra-rosuvastatin tablets', 'pms-rosuvastatin', 'prz-rosuvastatin', 'riva-rosuvastatin', 'rosuvastatin', 'sandoz rosuvastatin', 'taro-rosuvastatin', 'teva-rosuvastatin']",,,21
rosuvastatin calcium,,,"['crestor', 'ezallor sprinkle', 'rosuvastatin calcium']",,,,3
rosuvastatin zinc,,,['rosuvastatin zinc'],,,,1
"rotavirus vaccine (rix4414 strain), live, oral, attenuated (human)",,,,['rotarix'],,,1
rotigotine,['neupro'],"['leganto', 'rotigotine mylan']",['neupro'],['neupro'],,,3
roxadustat,,['evrenzo'],,,['evrenzo'],,1
rozanolixizumab,,['rystiggo'],,,,,1
rozanolixizumab-noli,,,['rystiggo'],,,,1
"rsv subgroup a stabilised prefusion f antigen, rsv subgroup b stabilised prefusion f antigen",,,,,,['abrysvo'],1
rsv subgroup a stabilized prefusion f protein; rsv subgroup b stabilized prefusion f protein,,,,['abrysvo'],,,1
rsvpref,['abrysvo'],,,,,,1
rubella virus live attenuated (wistar ra27/3 strain); mumps virus live attenuated (jeryl lynn strain); varicella virus live attenuated (oka/merck strain); measles virus live attenuated (edmonston strain),,,,['proquad'],,,1
rubella virus vaccine live attenuated (wistar ra27/3 strain); varicella-zoster virus vaccine live attenuated (oka-strain); measles virus vaccine live attenuated; mumps virus vaccine live attenuated (jeryl lynn strain),,,,['priorix-tetra'],,,1
rubidium chloride rb 82,,,,['ruby-fill'],,,1
rubidium chloride rb-82,,,['ruby-fill'],,,,1
rubitecan,,['orathecin'],,,,,1
ruboxistaurin (as mesilate monohydrate),,['arxxant'],,,,,1
rucaparib,,['rubraca'],,,,,1
rucaparib camsylate,,,['rubraca'],,,['rubraca'],1
rufinamide,['inovelon'],['inovelon'],"['banzel', 'rufinamide']","['auro-rufinamide', 'banzel']",,,4
rupatadine,['rupafin'],,,,,,1
rupatadine (rupatadine fumarate),,,,"['apo-rupatadine', 'pms-rupatadine', 'rupall']",,,3
rurioctocog alfa pegol,,['adynovi'],,,['adynovate'],,2
ruxolitinib,['jakavi'],"['jakavi', 'opzelura']",,,,,2
ruxolitinib (ruxolitinib phosphate),,,,"['jakavi', 'opzelura']",,,2
ruxolitinib phosphate,['jakavi'],,"['jakafi', 'opzelura']",,,,3
"rvsvdeltag-zebov-gp, live, attenuated",,,,,,['ervebo'],1
sacituzumab govitecan,['trodelvy'],['trodelvy'],,['trodelvy'],,['trodelvy'],1
sacituzumab govitecan-hziy,,,['trodelvy'],,,,1
sacrosidase,,,['sucraid'],,,,1
sacubitril,,,"['entresto', 'entresto sprinkle', 'sacubitril and valsartan']",,,,3
sacubitril (sacubitril valsartan sodium hydrate complex); valsartan (sacubitril valsartan sodium hydrate complex),,,,['entresto'],,,1
sacubitril / valsartan,,"['entresto', 'neparvis']",,,,,2
sacubitril/valsartan,['entresto / novartis sacubitril/valsartan'],,,,,,1
safinamide,['xadago'],['xadago'],['safinamide'],,,,2
safinamide (safinamide mesylate),,,,['onstryv'],,,1
safinamide mesylate,,,"['safinamide mesylate', 'xadago']",,,,2
salbutamol (salbutamol sulfate),,,,"['airomir', 'apo-salbutamol hfa', 'pms-salbutamol', 'salbutamol hfa', 'teva-salbutamol hfa', 'teva-salbutamol sterinebs p.f.', 'ventolin diskus', 'ventolin hfa', 'ventolin i.v. infusion solution 5.0mg salbutamol in 5ml (1000mcg/ml)', 'ventolin respirator solution']",,,10
salbutamol (salbutamol sulfate); ipratropium bromide (ipratropium bromide monohydrate),,,,"['ipratropium bromide and salbutamol sulphate inhalation solution', 'teva-combo sterinebs']",,,2
salicylic acid; benzoyl peroxide,,,,['acne treatment system'],,,1
salmeterol (salmeterol xinafoate),,,,['serevent diskus (50mcg/dose)'],,,1
salmeterol (salmeterol xinafoate); fluticasone propionate,,,,"['advair', 'advair 500 diskus', 'pms-fluticasone propionate/salmeterol dpi', 'wixela inhub']",,,4
salmeterol / fluticasone propionate,,"['aerivio spiromax', 'airexar spiromax', 'bropair spiromax', 'seffalair spiromax']",,,,,4
salmeterol xinafoate,,,['serevent'],,,,1
salmonella typhi ty2 vi capsular polysaccharide,,,,['typhim vi'],,,1
samarium sm-153 lexidronam pentasodium,,,['quadramet'],,,,1
sapropterin,,"['kuvan', 'sapropterin dipharma']",,,,,2
sapropterin dihydrochloride,['kuvan'],,"['kuvan', 'sapropterin dihydrochloride', 'zelvysia']","['kuvan', 'reddy-sapropterin']",,,4
saquinavir,,,['fortovase'],,,,1
saquinavir mesylate,,,['invirase'],,,,1
sarecycline hydrochloride,,,['seysara'],,,,1
sargramostim,,,,,['sargmalin'],,1
sarilumab,['kevzara'],['kevzara'],['kevzara'],['kevzara'],['kevzara'],,1
sars cov-2 recombinant spike protein (rs nvx-cov2373),,,,,,['nuvaxovid'],1
sars-cov-2 recombinant spike protein,['nuvaxovid'],,,['nuvaxovid'],,,1
sars-cov-2 rs,['nuvaxovid'],,,,,,1
sars-cov-2 rs vaccine,['nuvaxovid'],,,,,,1
sars-cov-2-rs,['nuvaxovid'],,,,,,1
satralizumab,['enspryng'],['enspryng'],['enspryng'],['enspryng'],['enspryng'],,1
satralizumabum,,,,,,['enspryng'],1
satraplatin,,['orplatna'],,,,,1
saxagliptin,['onglyza'],['onglyza'],"['saxagliptin', 'saxagliptin;metformin hydrochloride']",,,,3
saxagliptin (saxagliptin hydrochloride),,,,"['apo-saxagliptin', 'onglyza', 'sandoz saxagliptin']",,,3
saxagliptin (saxagliptin hydrochloride); metformin hydrochloride,,,,['komboglyze'],,,1
saxagliptin / dapagliflozin,['qtern'],['qtern'],,,,,1
saxagliptin / metformin,,['komboglyze'],,,,,1
saxagliptin / metformin hydrochloride,['kombiglyze'],,,,,,1
saxagliptin hydrochloride,,,"['onglyza', 'saxagliptin']",,,,2
scopolamine,,,['scopolamine'],,,,1
scopolamine hydrobromide,,,,['scopolamine hydrobromide injection'],,,1
sebelipase alfa,['kanuma'],['kanuma'],['kanuma'],['kanuma'],['kanuma'],,1
secnidazole,,,['solosec'],,,,1
secretin human,,['secreflo'],,,,,1
secretin synthetic human,,,['chirhostim'],,,,1
secretin synthetic porcine,,,['secreflo'],,,,1
secukinumab,"['cosentyx', 'cosentyx / zafrez']",['cosentyx'],['cosentyx'],['cosentyx'],['cosentyx'],,2
seladelpar,,['seladelpar gilead'],,,,,1
seladelpar lysine,,,['livdelzi'],,,,1
selegiline,,,['emsam'],,,,1
selegiline hydrochloride,,,"['eldepryl', 'selegiline hydrochloride', 'zelapar']",['selegiline'],,,4
selenious acid,,,['selenious acid'],,,,1
selexipag,['uptravi'],['uptravi'],"['selexipag', 'uptravi']",['uptravi'],['uptravi'],,2
selinexor,['xpovio'],['nexpovio'],['xpovio'],['xpovio'],,,2
selpercatinib,['retevmo'],['retsevmo'],['retevmo'],['retevmo'],,['retsevmo'],2
selumetinib,['koselugo'],['koselugo'],,,,['koselugo'],1
selumetinib (selumetinib sulfate),,,,['koselugo'],,,1
selumetinib sulfate,,,['koselugo'],,,,1
semaglutide,"['rybelsus', 'wegovy']","['ozempic', 'rybelsus', 'wegovy']","['ozempic', 'rybelsus', 'wegovy']","['ozempic', 'rybelsus', 'wegovy']",['wegovy'],['rybelsus'],3
sennosides; docusate sodium,,,,['sandoz senna s'],,,1
serelaxin,,['reasanz'],,,,,1
sermorelin acetate,,,['geref'],,,,1
serplulimab,,['hetronifly'],,,,,1
sertaconazole nitrate,,,['ertaczo'],,,,1
sertraline (sertraline hydrochloride),,,,"['ag-sertraline', 'apo-sertraline', 'auro-sertraline', 'bio-sertraline', 'm-sertraline', 'mar-sertraline', 'mint-sertraline', 'nra-sertraline', 'pms-sertraline', 'riva-sertraline', 'sertraline', 'sertraline-100', 'sertraline-25', 'sertraline-50', 'teva-sertraline', 'zoloft']",,,16
sertraline hydrochloride,,,"['sertraline hydrochloride', 'zoloft']",,,,2
setmelanotide,,['imcivree'],,,,,1
setmelanotide (setmelanotide acetate),,,,['imcivree'],,,1
setmelanotide acetate,,,['imcivree'],,,,1
sevelamer,,['renagel'],,,,,1
sevelamer carbonate,['renvela / sevelamer carbonate winthrop/ sevelamer carbonate sanofi'],"['renvela', 'sevelamer carbonate zentiva']","['renvela', 'sevelamer carbonate']","['accel-sevelamer', 'renvela']",,,5
sevelamer hydrochloride,['sevelamer gppl'],['tasermity'],"['renagel', 'sevelamer hydrochloride']",['renagel'],,,4
sevoflurane,,,"['sevoflurane', 'sojourn', 'ultane']","['sevoflurane', 'sevorane af']",,,4
sibutramine hydrochloride,,,['meridia'],,,,1
sildenafil,['revatio'],"['granpidam', 'mysildecard', 'sildenafil actavis', 'sildenafil citrate fgk', 'sildenafil ratiopharm', 'sildenafil teva', 'vizarsin']",,,,,8
sildenafil (sildenafil citrate),,,,"['accel-sildenafil', 'ag-sildenafil tablets', 'apo-sildenafil', 'auro-sildenafil', 'bio-sildenafil', 'jamp sildenafil tablets', 'jamp-sildenafil r', 'm-sildenafil', 'mar-sildenafil', 'mint-sildenafil', 'nra-sildenafil', 'pms-sildenafil r', 'prz-sildenafil', 'revatio', 'riva-sildenafil', 'sildenafil', 'teva-sildenafil', 'teva-sildenafil r', 'uph-sildenafil', 'viagra']",,,20
sildenafil citrate,,,"['liqrev', 'revatio', 'sildenafil citrate', 'viagra']",,,,4
silicone,,,,['barriere cream 20%'],,,1
silodosin,['urorec'],"['silodosin recordati', 'silodyx', 'urorec']","['rapaflo', 'silodosin']","['auro-silodosin', 'jamp silodosin', 'pms-silodosin', 'sandoz silodosin']",,,9
siltuximab,,['sylvant'],['sylvant'],['sylvant'],,,1
simeprevir,['olysio/janssen simeprevir'],['olysio'],,,,,2
simeprevir sodium,,,['olysio'],,['sovriad'],,2
simethicone,,,,"['gas relief tablets', 'gas x ultra strength', 'infacol', 'ovol for gas 180 mg capsule', 'ovol for gas 180 mg tablet', 'pediacol', 'ultra strength gas relief', 'ultra strength phazyme 180mg softgels']",,,8
simethicone-cellulose,,,['sonorx'],,,,1
simoctocog alfa,['nuwiq'],"['nuwiq', 'vihuma']",,,,,2
simvastatin,,,"['flolipid', 'juvisync', 'simvastatin']","['apo-simvastatin', 'auro-simvastatin', 'jamp-simvastatin', 'mar-simvastatin', 'mint-simvastatin', 'pharma-simvastatin', 'simvastatin', 'simvastatin-10', 'simvastatin-20', 'simvastatin-40', 'simvastatin-80', 'taro-simvastatin', 'teva-simvastatin', 'zocor']",,,16
"sinapultide, dipalmitoylphosphatidylcholine, palmitoyl-oleoyl phosphatidylglycerol, palmitic acid",,['surfaxin'],,,,,1
sincalide,,,['sincalide'],"['kinevac', 'sincalide for injection']",,,3
sinecatechins,,,['veregen'],['veregen'],,,1
single-stranded 5' capped mrna encoding the respiratory syncytial virus glycoprotein f stabilised in the prefusion conformation,,['mresvia'],,,,,1
sipavibart,,['kavigale'],,,,,1
siponimod,['mayzent'],['mayzent'],"['mayzent', 'siponimod']",['mayzent'],['mayzent'],,2
sirolimus,,"['hyftor', 'opsiria']","['fyarro', 'hyftor', 'rapamune', 'sirolimus']",['rapamune'],['rapalimus'],,6
sirukumab,,['plivensia'],,,,,1
sitagliptin,['januvia'],"['januvia', 'ristaben', 'sitagliptin accord', 'tesavel', 'xelevia']","['sitagliptin', 'sitagliptin and metformin hydrochloride', 'sitagliptin; metformin hydrochloride', 'zituvio']",,['januvia'],,9
sitagliptin (sitagliptin fumarate),,,,['taro-sitagliptin fumarate'],,,1
sitagliptin (sitagliptin hydrochloride monohydrate),,,,"['ag-sitagliptin', 'auro-sitagliptin', 'jamp sitagliptin']",,,3
sitagliptin (sitagliptin malate),,,,"['apo-sitagliptin malate', 'pro-sitagliptin malate', 'teva-sitagliptin malate']",,,3
sitagliptin (sitagliptin malate); metformin hydrochloride,,,,"['apo-sitagliptin malate / metformin hydrochloride', 'pro-sitagliptin malate / metformin hydrochloride', 'teva-sitagliptin malate / metformin']",,,3
sitagliptin (sitagliptin phosphate monohydrate),,,,"['januvia', 'pms-sitagliptin', 'sandoz sitagliptin', 'sitagliptin']",,,4
sitagliptin (sitagliptin phosphate monohydrate); metformin hydrochloride,,,,"['apo-sitagliptin/metformin xr', 'janumet', 'janumet xr', 'sandoz sitagliptin-metformin', 'sandoz sitagliptin-metformin xr', 'sitagliptin-metformin']",,,6
sitagliptin (sitagliptin phosphate),,,,['ach-sitagliptin'],,,1
sitagliptin (sitagliptin phosphate); metformin hydrochloride,,,,['reddy-sitagliptin and metformin hydrochloride'],,,1
sitagliptin / metformin hydrochloride,,"['efficib', 'janumet', 'ristfor', 'sitagliptin/metformin hydrochloride accord', 'velmetia']",,,,,5
sitagliptin and simvastatin,['juvicor/xelezor/tesozor'],,,,,,1
sitagliptin fumarate,,['sitagliptin sun'],,,,,1
sitagliptin hydrochloride,,,['brynovin'],,,,1
sitagliptin phosphate,,,"['januvia', 'sitagliptin', 'sitagliptin phosphate', 'sitagliptin phosphate; metformin hydrochloride']",,,,4
"sitagliptin, metformin hydrochloride",,,['sitagliptin and metformin hcl'],,,,1
sitagliptin/metformin,['janumet'],,,,,,1
sodium acetate,,,['sodium acetate'],"['sodium acetate injection usp', 'sodium acetate injection, usp']",,,3
sodium acetate; acetic acid,,,,['h.e.l.p. acetate buffer ph 4.85'],,,1
sodium acetate; magnesium chloride; citric acid; potassium chloride; sodium chloride; calcium chloride; dextrose,,,,['hemosate ultra hs4125'],,,1
sodium benzoate,,['prohippur'],"['ammonul', 'sodium phenylacetate and sodium benzoate']",,,,3
sodium bicarbonate,,,['sodium bicarbonate'],"['bibag', 'bicarbonate concentrate b38', 'bicart', 'hema bp-38', 'hemacart', 'sodium bicarbonate injection usp', 'sodium bicarbonate injection, usp']",,,8
sodium bicarbonate; magnesium chloride; sodium chloride; lactic acid; calcium chloride,,,,['prismasol 0'],,,1
sodium chloride,,,"['sodium chloride 0.45% in plastic container', 'sodium chloride 0.9%', 'sodium chloride 0.9% in plastic container', 'sodium chloride 14.6%; sodium chloride 23.4%', 'sodium chloride 23.4%', 'sodium chloride 3% in plastic container']","['0.9% sodium chloride injection', '0.9% sodium chloride injection usp', '20% sodium chloride injection, bp', 'h.e.l.p. naci 0.9%', 'sodium chloride injection usp']",,,11
sodium chloride; acetic acid; calcium chloride; magnesium chloride; potassium chloride; dextrose,,,,['naturalyte h-200'],,,1
sodium chloride; acetic acid; magnesium chloride; dextrose; potassium chloride; calcium chloride,,,,['naturalyte h-320'],,,1
sodium chloride; acetic acid; magnesium chloride; potassium chloride; calcium chloride; dextrose,,,,['acid concentrate d12248'],,,1
sodium chloride; acetic acid; potassium chloride; dextrose; magnesium chloride; calcium chloride,,,,['naturalyte h-201'],,,1
sodium chloride; calcium chloride; dextrose; acetic acid; magnesium chloride; potassium chloride,,,,['acid concentrate d12272'],,,1
sodium chloride; calcium chloride; dextrose; potassium chloride; acetic acid; magnesium chloride,,,,['acid concentrate d12305'],,,1
sodium chloride; calcium chloride; sodium bicarbonate; l-lactic acid; dextrose anhydrous; magnesium chloride; potassium chloride,,,,['prismasol 4'],,,1
sodium chloride; dextrose; calcium chloride; acetic acid; potassium chloride; magnesium chloride,,,,['acid concentrate 2182'],,,1
sodium chloride; dextrose; magnesium chloride; calcium chloride; acetic acid; potassium chloride,,,,['naturalyte h-225'],,,1
sodium chloride; dextrose; magnesium chloride; potassium chloride; acetic acid; calcium chloride,,,,['acid concentrate a1222'],,,1
sodium chloride; dextrose; magnesium chloride; sodium lactate; calcium chloride; sodium bicarbonate,,,,['physioneal 40 glucose 2.27% clear-flex'],,,1
sodium chloride; dextrose; potassium chloride; calcium chloride; sodium bicarbonate; magnesium chloride,,,,['h.e.l.p.bicel'],,,1
sodium chloride; magnesium chloride; potassium chloride; calcium chloride; sodium lactate; dextrose,,,,['nxstage pureflow solution rfp-207-can'],,,1
sodium chloride; potassium chloride; calcium chloride; dextrose; magnesium chloride; acetic acid,,,,['acid concentrate a1255'],,,1
sodium chloride; potassium chloride; dextrose; magnesium chloride; calcium chloride; citric acid; sodium acetate,,,,['hemosate ultra hs1125'],,,1
sodium chloride; potassium chloride; sodium bicarbonate; polyethylene glycol 3350; sodium sulfate; bisacodyl,,,,['bi-peglyte'],,,1
sodium chloride; sodium bicarbonate,,,,['bicart select combi-pak'],,,1
sodium chloride; sodium bicarbonate; calcium chloride; dextrose; magnesium chloride; sodium lactate,,,,['physioneal 40 glucose 3.86%'],,,1
sodium chloride; sodium citrate,,,,['regiocit'],,,1
sodium citrate,,,,"['anticoagulant sodium citrate solution, usp']",,,1
sodium citrate dihydrate,,,,"['anticoagulant sodium citrate 4% w/v solution, usp']",,,1
"sodium citrate dihydrate; citric acid monohydrate; sodium phosphate monobasic, monohydrate; dextrose; adenine; sodium chloride",,,,['additive solution formula 3 as-3'],,,1
sodium citrate; potassium chloride; sodium phosphate monobasic; magnesium chloride; sodium acetate; sodium chloride; disodium phosphate,,,,['ssp+'],,,1
sodium fluoride,,,['colgate total'],,,,1
sodium fluoride f 18,,,,['naf plus'],,,1
sodium fluoride f-18,,,"['sodium fluoride f 18', 'sodium fluoride f-18']",,,,2
sodium glycerophosphate,['glycophos'],,,,,,1
sodium iodide 123 i,,,,['sodium iodide i-123 oral solution'],,,1
sodium iodide 131 i,,,,"['draximage sodium iodide i131 capsules, usp diagnostic', 'draximage sodium iodide i131 capsules, usp therapeutic', 'draximage sodium iodide i131 solution, usp diagnostic', 'draximage sodium iodide i131 solution, usp therapeutic', 'sodium iodide (131i) solution']",,,5
sodium iodide i-131,,,"['hicon; sodium iodide i 131', 'sodium iodide i 131']",,,,2
sodium lactate; calcium chloride; sodium chloride; potassium chloride; dextrose; magnesium chloride,,,,['nxstage pureflow dialysate concentrate (sak 304)'],,,1
sodium lactate; dextrose; sodium chloride; magnesium chloride; calcium chloride,,,,"['balance 1.5% glucose, 1.25 mmol/l calcium']",,,1
sodium lactate; sodium bicarbonate; sodium chloride; calcium chloride; dextrose; magnesium chloride,,,,['physioneal 40 glucose 1.36% clear-flex'],,,1
