Administration_route,Current_status,DRUG_CODE,Decision,Decision_date,Decision_year,Drug_name,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Non_proprietary_name_extracted,Pharmaceutical_form,Drug_number,dpd_info_url
ORAL,MARKETED,100048,APPROVED,22.01.2021,2021,ELETRIPTAN,SANIS HEALTH INC,Sanis,02511266,ELETRIPTAN (ELETRIPTAN HYDROBROMIDE),Small molecule,TABLET,100048,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100048
ORAL,MARKETED,100049,APPROVED,22.01.2021,2021,ELETRIPTAN,SANIS HEALTH INC,Sanis,02511274,ELETRIPTAN (ELETRIPTAN HYDROBROMIDE),Small molecule,TABLET,100049,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100049
ORAL,MARKETED,100050,APPROVED,20.01.2021,2021,AURO-ONDANSETRON ODT,AURO PHARMA INC,Auro,02511282,ONDANSETRON,Small molecule,TABLET (ORALLY DISINTEGRATING),100050,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100050
ORAL,MARKETED,100051,APPROVED,20.01.2021,2021,AURO-ONDANSETRON ODT,AURO PHARMA INC,Auro,02511290,ONDANSETRON,Small molecule,TABLET (ORALLY DISINTEGRATING),100051,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100051
ORAL,MARKETED,100052,APPROVED,28.11.2022,2022,TARO-TOFACITINIB,TARO PHARMACEUTICALS INC,Taro,02511304,TOFACITINIB (TOFACITINIB CITRATE),Small molecule,TABLET,100052,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100052
ORAL,MARKETED,100053,APPROVED,28.11.2022,2022,TARO-TOFACITINIB,TARO PHARMACEUTICALS INC,Taro,02511312,TOFACITINIB (TOFACITINIB CITRATE),Small molecule,TABLET,100053,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100053
ORAL,MARKETED,100054,APPROVED,19.01.2021,2021,BUCKLEY'S DRY COUGH EXTRA STRENGTH,HALEON CANADA ULC,Haleon,02511320,DEXTROMETHORPHAN HYDROBROMIDE,Small molecule,SOLUTION,100054,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100054
TOPICAL,MARKETED,100055,APPROVED,19.01.2021,2021,SALONPAS PAIN RELIEVING CREAM,"HISAMITSU AMERICA, INC.",Hisamitsu,02511339,BENZYL ALCOHOL; LIDOCAINE HYDROCHLORIDE,Small molecule,CREAM,100055,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100055
INTRAVENOUS,MARKETED,100056,APPROVED,25.01.2021,2021,"VINORELBINE INJECTION, USP",FRESENIUS KABI CANADA LTD,Fresenius,02511347,VINORELBINE (VINORELBINE TARTRATE),Small molecule,SOLUTION,100056,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100056
SUBCUTANEOUS,MARKETED,100057,APPROVED,22.01.2021,2021,KESIMPTA,NOVARTIS PHARMACEUTICALS CANADA INC,Novartis,02511355,OFATUMUMAB,Biologics,SOLUTION,100057,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100057
TOPICAL,MARKETED,100062,APPROVED,21.01.2021,2021,SALONPAS PAIN RELIEVING SOLUTION,"HISAMITSU AMERICA, INC.",Hisamitsu,02511428,LIDOCAINE HYDROCHLORIDE; BENZYL ALCOHOL,Small molecule,SOLUTION,100062,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100062
INTRAVENOUS,MARKETED,100065,APPROVED,22.01.2021,2021,BIVALIRUDIN FOR INJECTION,JUNO PHARMACEUTICALS CORP.,Juno,02511452,BIVALIRUDIN,Peptides and proteins,POWDER FOR SOLUTION,100065,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100065
ORAL,MARKETED,100066,APPROVED,27.01.2021,2021,AG-NIFEDIPINE ER,ANGITA PHARMA INC.,Angita,02511460,NIFEDIPINE,Small molecule,TABLET (EXTENDED-RELEASE),100066,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100066
ORAL,MARKETED,100071,APPROVED,27.01.2021,2021,TIVICAY,VIIV HEALTHCARE ULC,VIIV,02511517,DOLUTEGRAVIR (DOLUTEGRAVIR SODIUM),Small molecule,TABLET FOR SUSPENSION,100071,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100071
NASAL,MARKETED,100074,APPROVED,02.01.2024,2024,TEVA-NALOXONE NASAL SPRAY,TEVA CANADA LIMITED,Teva,02511568,NALOXONE HYDROCHLORIDE,Small molecule,"SPRAY, METERED DOSE",100074,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100074
SUBCUTANEOUS,MARKETED,100077,APPROVED,28.01.2021,2021,REMSIMA SC,CELLTRION INC.,CELLTRION,02511584,INFLIXIMAB,Biologics,KIT; SOLUTION,100077,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100077
ORAL,MARKETED,100083,APPROVED,03.02.2021,2021,M-NIFEDIPINE ER,MANTRA PHARMA INC,MANTRA,02511649,NIFEDIPINE,Small molecule,TABLET (EXTENDED-RELEASE),100083,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100083
ORAL,MARKETED,100086,APPROVED,27.01.2021,2021,MAR-MYCOPHENOLIC ACID,MARCAN PHARMACEUTICALS INC,Marcan,02511673,MYCOPHENOLIC ACID (MYCOPHENOLATE SODIUM),Small molecule,TABLET (ENTERIC-COATED),100086,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100086
ORAL,MARKETED,100087,APPROVED,27.01.2021,2021,MAR-MYCOPHENOLIC ACID,MARCAN PHARMACEUTICALS INC,Marcan,02511681,MYCOPHENOLIC ACID (MYCOPHENOLATE SODIUM),Small molecule,TABLET (ENTERIC-COATED),100087,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100087
BUCCAL,MARKETED,100089,APPROVED,28.01.2021,2021,CREST PRO-HEALTH GUM & BREATH PURIFY,PROCTER & GAMBLE INC,Procter & Gamble,02511851,CETYLPYRIDINIUM CHLORIDE,Small molecule,MOUTHWASH,100089,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100089
ORAL,MARKETED,100090,APPROVED,28.01.2021,2021,JAMP NIFEDIPINE ER,JAMP PHARMA CORPORATION,JAMP,02511711,NIFEDIPINE,Small molecule,TABLET (EXTENDED-RELEASE),100090,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100090
ORAL,MARKETED,100105,APPROVED,03.02.2021,2021,NRA-HYDROXYCHLOROQUINE,NORA PHARMA INC,Nora,02511886,HYDROXYCHLOROQUINE SULFATE,Small molecule,TABLET,100105,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100105
INTRAVENOUS; SUBCUTANEOUS,MARKETED,100110,APPROVED,29.01.2021,2021,TARO-BORTEZOMIB,TARO PHARMACEUTICALS INC,Taro,02511932,BORTEZOMIB (BORTEZOMIB MANNITOL BORONIC ESTER),Small molecule,POWDER FOR SOLUTION,100110,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100110
ORAL,MARKETED,100119,APPROVED,03.02.2021,2021,M-CETIRIZINE,MANTRA PHARMA INC,MANTRA,02512025,CETIRIZINE HYDROCHLORIDE,Small molecule,TABLET,100119,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100119
TOPICAL,MARKETED,100126,APPROVED,01.02.2021,2021,BABY HEALING OINTMENT,CERAVE CANADA,Not Reported,02512033,PETROLATUM,Other,OINTMENT,100126,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100126
ORAL,MARKETED,100127,APPROVED,01.11.2023,2023,PMS-RIVAROXABAN,PHARMASCIENCE INC,Pharmascience,02512041,RIVAROXABAN,Small molecule,TABLET,100127,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100127
ORAL,MARKETED,100128,APPROVED,01.11.2023,2023,PMS-RIVAROXABAN,PHARMASCIENCE INC,Pharmascience,02512068,RIVAROXABAN,Small molecule,TABLET,100128,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100128
ORAL,MARKETED,100129,APPROVED,01.11.2023,2023,PMS-RIVAROXABAN,PHARMASCIENCE INC,Pharmascience,02512076,RIVAROXABAN,Small molecule,TABLET,100129,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100129
ORAL,MARKETED,100133,APPROVED,05.02.2021,2021,M-TADALAFIL,MANTRA PHARMA INC,MANTRA,02512114,TADALAFIL,Small molecule,TABLET,100133,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100133
ORAL,MARKETED,100134,APPROVED,05.02.2021,2021,M-TADALAFIL,MANTRA PHARMA INC,MANTRA,02512122,TADALAFIL,Small molecule,TABLET,100134,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100134
ORAL,MARKETED,100135,APPROVED,05.02.2021,2021,M-TADALAFIL,MANTRA PHARMA INC,MANTRA,02512130,TADALAFIL,Small molecule,TABLET,100135,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100135
ORAL,MARKETED,100156,APPROVED,08.02.2021,2021,PRZ-TADALAFIL,PHARMARIS CANADA INC,PHARMARIS,02512262,TADALAFIL,Small molecule,TABLET,100156,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100156
ORAL,MARKETED,100157,APPROVED,08.02.2021,2021,PRZ-TADALAFIL,PHARMARIS CANADA INC,Pharmaris,02512270,TADALAFIL,Small molecule,TABLET,100157,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100157
ORAL,MARKETED,100158,APPROVED,08.02.2021,2021,PRZ-TADALAFIL,PHARMARIS CANADA INC,PHARMARIS,02512289,TADALAFIL,Small molecule,TABLET,100158,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100158
ORAL,MARKETED,100159,APPROVED,08.02.2021,2021,PRZ-TADALAFIL,PHARMARIS CANADA INC,PHARMARIS,02512297,TADALAFIL,Small molecule,TABLET,100159,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100159
TOPICAL,MARKETED,100160,APPROVED,08.02.2021,2021,DOUBLE WEAR SHEER LONG-WEAR MAKEUP,ESTEE LAUDER DIST.,ESTEE LAUDER,02512300,TITANIUM DIOXIDE; OCTINOXATE,Other,LOTION,100160,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100160
ORAL,MARKETED,100162,APPROVED,10.02.2021,2021,TENOFOVIR,SANIS HEALTH INC,SANIS,02512327,TENOFOVIR DISOPROXIL FUMARATE,Small molecule,TABLET,100162,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100162
ORAL,MARKETED,100163,APPROVED,12.02.2021,2021,ACCEL-HYOSCINE,ACCEL PHARMA INC,ACCEL,02512335,HYOSCINE BUTYLBROMIDE,Small molecule,TABLET,100163,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100163
TOPICAL,MARKETED,100165,MARKETED,22.09.2021,2021,OLAY REGENERIST SPF 30 HYDRATING COLLAGEN PEPTIDE 24,PROCTER & GAMBLE INC,Procter & Gamble,02512351,HOMOSALATE; AVOBENZONE; OCTOCRYLENE; OCTISALATE,Small molecule,LOTION,100165,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100165
TOPICAL,MARKETED,100167,MARKETED,22.09.2021,2021,OLAY REGENERIST SPF 30 HYDRATING RETINOL 24 + PEPTIDES,PROCTER & GAMBLE INC,Procter & Gamble,02512386,OCTISALATE; HOMOSALATE; OCTOCRYLENE; AVOBENZONE,Small molecule,LOTION,100167,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100167
INTRASPINAL,MARKETED,100171,APPROVED,11.02.2021,2021,BUPIVACAINE HYDROCHLORIDE IN DEXTROSE INJECTION USP,OMEGA LABORATORIES LIMITED,OMEGA,02512424,BUPIVACAINE HYDROCHLORIDE,Small molecule,SOLUTION,100171,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100171
ORAL,MARKETED,100175,APPROVED,16.02.2021,2021,JAMP LAMIVUDINE HBV,JAMP PHARMA CORPORATION,JAMP,02512467,LAMIVUDINE,Small molecule,TABLET,100175,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100175
ORAL,MARKETED,100176,APPROVED,05.01.2023,2023,ACH-SITAGLIPTIN,ACCORD HEALTHCARE INC,Accord,02512475,SITAGLIPTIN (SITAGLIPTIN PHOSPHATE),Small molecule,TABLET,100176,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100176
ORAL,MARKETED,100177,APPROVED,05.01.2023,2023,ACH-SITAGLIPTIN,ACCORD HEALTHCARE INC,Accord,02512483,SITAGLIPTIN (SITAGLIPTIN PHOSPHATE),Small molecule,TABLET,100177,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100177
ORAL,MARKETED,100178,APPROVED,05.01.2023,2023,ACH-SITAGLIPTIN,ACCORD HEALTHCARE INC,Accord,02512491,SITAGLIPTIN (SITAGLIPTIN PHOSPHATE),Small molecule,TABLET,100178,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100178
ORAL,MARKETED,100179,APPROVED,17.02.2021,2021,JAMP DULOXETINE CAPSULES,JAMP PHARMA CORPORATION,JAMP,02512505,DULOXETINE (DULOXETINE HYDROCHLORIDE),Small molecule,CAPSULE (DELAYED RELEASE),100179,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100179
ORAL,MARKETED,100180,APPROVED,17.02.2021,2021,JAMP DULOXETINE CAPSULES,JAMP PHARMA CORPORATION,JAMP,02512513,DULOXETINE (DULOXETINE HYDROCHLORIDE),Small molecule,CAPSULE (DELAYED RELEASE),100180,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100180
ORAL,MARKETED,100183,APPROVED,15.02.2021,2021,DOJOLVI,ULTRAGENYX PHARMACEUTICAL INC,Ultragenyx,02512556,TRIHEPTANOIN,Small molecule,LIQUID,100183,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100183
OPHTHALMIC,MARKETED,100190,APPROVED,16.02.2021,2021,CEQUA,SUN PHARMACEUTICAL INDUSTRIES LIMITED,SUN,02512629,CYCLOSPORINE,Peptides and proteins,SOLUTION,100190,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100190
ORAL,MARKETED,100192,APPROVED,09.04.2021,2021,APO-DOXYCYCLINE MR,APOTEX INC,Apotex,02512645,DOXYCYCLINE (DOXYCYCLINE MONOHYDRATE),Small molecule,CAPSULE (IMMEDIATE AND DELAYED RELEASE),100192,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100192
ORAL,MARKETED,100193,APPROVED,19.02.2021,2021,KYE-ESCITALOPRAM,KYE PHARMACEUTICALS INC.,KYE,02512653,ESCITALOPRAM (ESCITALOPRAM OXALATE),Small molecule,TABLET,100193,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100193
ORAL,MARKETED,100203,APPROVED,11.10.2024,2024,SANDOZ AFATINIB,SANDOZ CANADA INCORPORATED,Sandoz,02512777,AFATINIB (AFATINIB DIMALEATE),Small molecule,TABLET,100203,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100203
ORAL,MARKETED,100204,APPROVED,11.10.2024,2024,SANDOZ AFATINIB,SANDOZ CANADA INCORPORATED,Sandoz,02512785,AFATINIB (AFATINIB DIMALEATE),Small molecule,TABLET,100204,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100204
ORAL,MARKETED,100205,APPROVED,11.10.2024,2024,SANDOZ AFATINIB,SANDOZ CANADA INCORPORATED,Sandoz,02512793,AFATINIB (AFATINIB DIMALEATE),Small molecule,TABLET,100205,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100205
ORAL,MARKETED,100209,APPROVED,25.02.2021,2021,BIO-ZOLMITRIPTAN,BIOMED PHARMA,BIOMED,02512831,ZOLMITRIPTAN,Small molecule,TABLET,100209,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100209
ORAL,MARKETED,100212,APPROVED,25.02.2021,2021,LACOSAMIDE,SANIS HEALTH INC,Sanis,02512874,LACOSAMIDE,Small molecule,TABLET,100212,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100212
ORAL,MARKETED,100213,APPROVED,25.02.2021,2021,LACOSAMIDE,SANIS HEALTH INC,Sanis,02512882,LACOSAMIDE,Small molecule,TABLET,100213,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100213
ORAL,MARKETED,100214,APPROVED,25.02.2021,2021,LACOSAMIDE,SANIS HEALTH INC,Sanis,02512890,LACOSAMIDE,Small molecule,TABLET,100214,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100214
ORAL,MARKETED,100215,APPROVED,25.02.2021,2021,LACOSAMIDE,SANIS HEALTH INC,Sanis,02512904,LACOSAMIDE,Small molecule,TABLET,100215,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100215
SUBCUTANEOUS,MARKETED,100216,APPROVED,01.03.2021,2021,PHESGO,HOFFMANN-LA ROCHE LIMITED,Hoffmann-La Roche,02512912,PERTUZUMAB; TRASTUZUMAB,Biologics,SOLUTION,100216,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100216
SUBCUTANEOUS,MARKETED,100217,APPROVED,01.03.2021,2021,PHESGO,HOFFMANN-LA ROCHE LIMITED,Hoffmann-La Roche,02512920,PERTUZUMAB; TRASTUZUMAB,Biologics,SOLUTION,100217,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100217
ORAL,MARKETED,100218,APPROVED,25.02.2021,2021,MINT-TENOFOVIR,MINT PHARMACEUTICALS INC,MINT,02512939,TENOFOVIR DISOPROXIL FUMARATE,Small molecule,TABLET,100218,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100218
ORAL,MARKETED,100221,APPROVED,01.03.2021,2021,BRUKINSA,BEIGENE SWITZERLAND GMBH,BEIGENE,02512963,ZANUBRUTINIB,Small molecule,CAPSULE,100221,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100221
INTRAVENOUS,MARKETED,100227,APPROVED,02.03.2021,2021,"MAGNESIUM SULFATE INJECTION, BP 49.3%",BAXTER CORPORATION,Baxter,02513161,MAGNESIUM SULFATE,Small molecule,SOLUTION,100227,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100227
ORAL,MARKETED,100232,APPROVED,02.03.2021,2021,MEKTOVI,PFIZER CANADA ULC,Pfizer,02513080,BINIMETINIB,Small molecule,TABLET,100232,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100232
ORAL,MARKETED,100233,APPROVED,02.03.2021,2021,BRAFTOVI,PFIZER CANADA ULC,Pfizer,02513099,ENCORAFENIB,Small molecule,CAPSULE,100233,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100233
ORAL,MARKETED,100234,APPROVED,04.03.2021,2021,JAMP ATAZANAVIR,JAMP PHARMA CORPORATION,JAMP,02513102,ATAZANAVIR (ATAZANAVIR SULFATE),Small molecule,CAPSULE,100234,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100234
ORAL,MARKETED,100235,APPROVED,04.03.2021,2021,JAMP ATAZANAVIR,JAMP PHARMA CORPORATION,JAMP,02513110,ATAZANAVIR (ATAZANAVIR SULFATE),Small molecule,CAPSULE,100235,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100235
ORAL,MARKETED,100236,APPROVED,04.03.2021,2021,JAMP ATAZANAVIR,JAMP PHARMA CORPORATION,JAMP,02513129,ATAZANAVIR (ATAZANAVIR SULFATE),Small molecule,CAPSULE,100236,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100236
ORAL,MARKETED,100241,APPROVED,05.03.2021,2021,NEXTSTELLIS,SEARCHLIGHT PHARMA INC,Searchlight,02513218,DROSPIRENONE; ESTETROL MONOHYDRATE,Small molecule,TABLET,100241,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100241
TOPICAL (COMMERCIAL),MARKETED,100244,APPROVED,03.03.2021,2021,SANI HANDS FOAM,OSTREM CHEMICAL CO LTD.,Ostrem,02513226,BENZALKONIUM CHLORIDE,Small molecule,SOLUTION,100244,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100244
OPHTHALMIC,MARKETED,100250,APPROVED,09.03.2021,2021,M-LATANOPROST,MANTRA PHARMA INC,MANTRA,02513285,LATANOPROST,Small molecule,SOLUTION,100250,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100250
INTRAVENOUS,MARKETED,100263,APPROVED,11.03.2021,2021,ARSENIC TRIOXIDE FOR INJECTION,SANDOZ CANADA INCORPORATED,Sandoz,02513420,ARSENIC TRIOXIDE,Small molecule,SOLUTION,100263,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100263
INTRAMUSCULAR; INTRAVENOUS; SUBCUTANEOUS,MARKETED,100269,APPROVED,12.03.2021,2021,BIPAZEN,KVR PHARMACEUTICALS INC.,KVR,02513579,DESMOPRESSIN ACETATE,Peptides and proteins,SOLUTION,100269,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100269
TOPICAL,MARKETED,100276,MARKETED,22.09.2021,2021,OLAY TOTAL EFFECTS SPF 30,PROCTER & GAMBLE INC,Procter & Gamble,02513560,HOMOSALATE; OCTISALATE; OCTOCRYLENE; AVOBENZONE,Small molecule,LOTION,100276,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100276
TOPICAL,MARKETED,100283,APPROVED,12.03.2021,2021,RODAN+FIELDS REVERSE KIT,"RODAN & FIELDS BEAUTY, LLC",Rodan & Fields,02513641,AVOBENZONE; HOMOSALATE; OCTISALATE; OCTOCRYLENE,Small molecule,KIT; LOTION,100283,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100283
TOPICAL,MARKETED,100284,APPROVED,12.03.2021,2021,RODAN + FIELDS UNBLEMISH KIT,"RODAN & FIELDS BEAUTY, LLC",Rodan & Fields,02513668,BENZOYL PEROXIDE; HOMOSALATE; OCTOCRYLENE; AVOBENZONE; OCTISALATE,Small molecule,KIT; LOTION; GEL,100284,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100284
INTRAVENOUS; INTRAMUSCULAR,MARKETED,100293,APPROVED,19.03.2021,2021,GLYCOPYRROLATE INJECTION USP,JAMP PHARMA CORPORATION,JAMP,02513749,GLYCOPYRROLATE,Small molecule,SOLUTION,100293,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100293
TOPICAL,MARKETED,100299,APPROVED,15.03.2021,2021,OLAY TOTAL EFFECTS SPF 15,PROCTER & GAMBLE INC,Procter & Gamble,02513765,OCTOCRYLENE; OCTISALATE; AVOBENZONE; HOMOSALATE,Small molecule,LOTION,100299,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100299
ORAL,MARKETED,100300,APPROVED,04.10.2021,2021,SANDOZ DIMETHYL FUMARATE DELAYED-RELEASE CAPSULES,SANDOZ CANADA INCORPORATED,Sandoz,02513781,DIMETHYL FUMARATE,Small molecule,CAPSULE (DELAYED RELEASE),100300,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100300
ORAL,MARKETED,100301,APPROVED,04.10.2021,2021,SANDOZ DIMETHYL FUMARATE DELAYED-RELEASE CAPSULES,SANDOZ CANADA INCORPORATED,Sandoz,02513803,DIMETHYL FUMARATE,Small molecule,CAPSULE (DELAYED RELEASE),100301,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100301
TOPICAL,MARKETED,100303,APPROVED,15.03.2021,2021,RODAN+FIELDS REDEFINE,"RODAN & FIELDS BEAUTY, LLC",Rodan & Fields,02513838,AVOBENZONE; OCTISALATE; OCTOCRYLENE,Small molecule,CREAM; KIT,100303,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100303
ORAL,MARKETED,100305,APPROVED,16.03.2021,2021,JORVEZA,AVIR PHARMA INC.,AVIR,02513854,BUDESONIDE,Small molecule,TABLET (ORALLY DISINTEGRATING),100305,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100305
INTRAVENOUS,MARKETED,100307,APPROVED,19.03.2021,2021,KIT FOR THE PREPARATION OF TECHNETIUM (99MTC) PYROPHOSPHATE INJECTION,ISOLOGIC INNOVATIVE RADIOPHARMACEUTICALS LTD.,ISOLOGIC,02513870,TETRASODIUM PYROPHOSPHATE,Other,POWDER FOR SOLUTION,100307,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100307
INTRAVENOUS,MARKETED,100316,APPROVED,19.03.2021,2021,"DEXMEDETOMIDINE HYDROCHLORIDE FOR INJECTION, USP",BAXTER CORPORATION,Baxter,02513978,DEXMEDETOMIDINE (DEXMEDETOMIDINE HYDROCHLORIDE),Small molecule,SOLUTION,100316,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100316
ORAL,MARKETED,100317,APPROVED,15.11.2022,2022,AURO-LURASIDONE,AURO PHARMA INC,Auro,02513986,LURASIDONE HYDROCHLORIDE,Small molecule,TABLET,100317,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100317
ORAL,MARKETED,100318,APPROVED,15.11.2022,2022,AURO-LURASIDONE,AURO PHARMA INC,Auro,02513994,LURASIDONE HYDROCHLORIDE,Small molecule,TABLET,100318,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100318
ORAL,MARKETED,100319,APPROVED,15.11.2022,2022,AURO-LURASIDONE,AURO PHARMA INC,Auro,02514001,LURASIDONE HYDROCHLORIDE,Small molecule,TABLET,100319,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100319
ORAL,MARKETED,100320,APPROVED,15.11.2022,2022,AURO-LURASIDONE,AURO PHARMA INC,Auro,02514028,LURASIDONE HYDROCHLORIDE,Small molecule,TABLET,100320,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100320
ORAL,MARKETED,100321,APPROVED,15.11.2022,2022,AURO-LURASIDONE,AURO PHARMA INC,Auro,02514036,LURASIDONE HYDROCHLORIDE,Small molecule,TABLET,100321,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100321
TOPICAL,MARKETED,100325,APPROVED,18.03.2021,2021,COLOR CONTROL OIL-FREE MOISTURIZER BROAD SPECTRUM SPF 30,SHISEIDO AMERICAS CORPORATION DIST,Shiseido,02514079,HOMOSALATE; OCTISALATE; AVOBENZONE; OCTOCRYLENE,Small molecule,CREAM,100325,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100325
INTRAVENOUS,MARKETED,100327,APPROVED,22.03.2021,2021,DILTIAZEM HYDROCHLORIDE INJECTION,OMEGA LABORATORIES LIMITED,Omega,02514095,DILTIAZEM HYDROCHLORIDE,Small molecule,SOLUTION,100327,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100327
INTRAVENOUS,MARKETED,100335,APPROVED,22.03.2021,2021,"20% SODIUM CHLORIDE INJECTION, BP",BAXTER CORPORATION,Baxter,02514184,SODIUM CHLORIDE,Other,SOLUTION,100335,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100335
TOPICAL,MARKETED,100339,APPROVED,25.03.2021,2021,VISTASEAL,INSTITUTO GRIFOLS S.A.,Grifols,02514222,FIBRINOGEN (HUMAN); THROMBIN (HUMAN),Peptides and proteins,SOLUTION,100339,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100339
TOPICAL,MARKETED,100340,APPROVED,25.03.2021,2021,VISTASEAL,INSTITUTO GRIFOLS S.A.,Grifols,02514230,THROMBIN (HUMAN); FIBRINOGEN (HUMAN),Peptides and proteins,SOLUTION,100340,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=100340
