Generic Name,Trade Name,Date Designated,Orphan Designation,Orphan Designation Status,Date Designation Withdrawn or Revoked,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,"Exclusivity Protected Indication * (Shown for approvals from Jan. 1, 2013, to the present)",Sponsor Company,Sponsor Address 1,Sponsor Address 2,Sponsor City,Sponsor State,Sponsor Zip,Sponsor Country,CF Grid Key
Erwinia L-asparaginase,Erwinase,07/30/1986,Treatment of acute lymphocytic leukemia.,Designated/Approved/Designation Withdrawn or Revoked,2021-10-05,,Treatment of patients with acute lymphoblastic leukemia (ALL) who have developed hypersensitivity to E. coli-derived asparaginase.,11/18/2011,11/18/2018,,"Jazz Pharmaceuticals, Inc.",3180 Porter Drive,,Palo Alto,California,' 94304 ' ,United States,15186.0
etranacogene dezaparvovec-drlb,Hemgenix,04/17/2019,Treatment of Hemophilia B,Designated/Approved,,,"Treatment of adults with Hemophilia B (congenital Factor IX deficiency) who: currently use Factor IX prophylaxis therapy, or; have current or historical life-threatening hemorrhage, or; have repeated, serious spontaneous bleeding episodes",11/22/2022,11/22/2029,"Treatment of adults with Hemophilia B (congenital Factor IX deficiency) who: currently use Factor IX prophylaxis therapy, or; have current or historical life-threatening hemorrhage, or; have repeated, serious spontaneous bleeding episodes",CSL Behring LLC,1020 First Avenue,P.O. Box 61501,King of Prussia,Pennsylvania,' 19406-0901 ' ,United States,632918.0
exagamglogene autotemcel,Casgevy,04/28/2020,Treatment of beta-thalassemia,Designated/Approved,,,treatment of patients aged 12 years and older with transfusion-dependent beta-thalassemia (TDT),01/16/2024,01/16/2031,treatment of patients aged 12 years and older with transfusion-dependent beta-thalassemia (TDT),Vertex Pharmaceuticals Inc.,50 Northern Avenue,,Boston,Massachusetts,' 02210 ' ,United States,714319.0
exagamglogene autotemcel,Casgevy,2020-11-05 00:00:00,Treatment of sickle cell disease,Designated/Approved,,,treatment of sickle cell disease (SCD) in patients 12 years and older with recurrent vaso-occlusive crises (VOCs),2023-08-12 00:00:00,2030-08-12 00:00:00,treatment of sickle cell disease (SCD) in patients 12 years and older with recurrent vaso-occlusive crises (VOCs),Vertex Pharmaceuticals Inc.,50 Northern Avenue,,Boston,Massachusetts,' 02210 ' ,United States,715519.0
factor XIII concentrate (human),Corifact,01/16/1985,Treatment of congenital factor XIII deficiency,Designated/Approved,,,Indicated for routine prophylactic treatment and peri-operative management of surgical bleeding in adult and pediatric patients with congenital FXIII deficiency.,01/24/2013,01/24/2020,Peri-operative management of surgical bleeding in adult and pediatric patients with congenital Factor XIII deficiency.,CSL Behring LLC,1020 First Ave.,PO Box 61501,King of Prussia,Pennsylvania,' 19406 ' ,United States,4484.0
factor XIII concentrate (human),Corifact,01/16/1985,Treatment of congenital factor XIII deficiency,Designated/Approved,,,For the routine prophylactic treatment of congenital factor XIII deficiency,02/17/2011,02/17/2018,,CSL Behring LLC,1020 First Ave.,PO Box 61501,King of Prussia,Pennsylvania,' 19406 ' ,United States,4484.0
"fecal microbiota spores, live-brpk",Vowst,08/19/2015,Treatment of recurrent Clostridium difficile infection (CDI),Designated/Approved,,,to prevent the recurrence of Clostridioides difficile infection (CDI) in individuals 18 years of age and older following antibacterial treatment for recurrent CDI (rCDI),04/26/2023,04/26/2030,to prevent the recurrence of Clostridioides difficile infection (CDI) in individuals 18 years of age and older following antibacterial treatment for recurrent CDI (rCDI),"Aimmune Therapeutics, Inc.",1007 US Hwy 202/206,"Bldg JR2, Suite E102",Bridgewater,New Jersey,' 08807 ' ,United States,466214.0
"fecal microbiota, live - jslm",Rebyota,2014-10-03 00:00:00,Prevention of recurrent Clostridium difficile infection (CDI) in individuals with recurrent Clostridium difficile infection,Designated/Approved,,,prevention of recurrence of Clostridioides difficile infection (CDI) in individuals 18 years of age and older following antibiotic treatment for recurrent CDI,11/30/2022,11/30/2029,prevention of recurrence of Clostridioides difficile infection (CDI) in individuals 18 years of age and older following antibiotic treatment for recurrent CDI,"Ferring Pharmaceuticals, Inc.",100 Interpace Parkway,,Parsippany,New Jersey,' 07054 ' ,United States,421013.0
fexinidazole,,2016-04-04 00:00:00,Treatment of human African trypanosomiasis (HAT) or sleeping sickness,Designated/Approved,,,"Treatment of both the first-stage (hemolymphatic) and second-stage (meningoencephalitic) human African trypanosomiasis (HAT) due to Trypanosoma brucei gambiense in patients 6 years of age and older and weighing at least 20 kg. Limitations of use: Due to the decreased efficacy observed in patients with severe second stage HAT (cerebrospinal fluid white blood cell count (CSF-WBC) >100 cells/?L) due to T. brucei gambiense disease, Fexinidazole Tablets should only be used in these patients if there are no other available treatment options.",07/16/2021,07/16/2028,"Treatment of both the first-stage (hemolymphatic) and second-stage (meningoencephalitic) human African trypanosomiasis (HAT) due to Trypanosoma brucei gambiense in patients 6 years of age and older and weighing at least 20 kg. Limitations of use: Due to the decreased efficacy observed in patients with severe second stage HAT (cerebrospinal fluid white blood cell count (CSF-WBC) >100 cells/?L) due to T. brucei gambiense disease, Fexinidazole Tablets should only be used in these patients if there are no other available treatment options.","Sanofi US Services Inc., A SANOFI COMPANY",55 Corporate Drive,,Bridgewater,New Jersey,' 08807-5925 ' ,United States,513915.0
fidanacogene elaparvovec-dzkt,Beqvez,09/21/2015,Treatment of hemophilia B.,Designated/Approved,,,"treatment of adults with moderate to severe hemophilia B (congenital factor IX deficiency) who: Currently use factor IX prophylaxis therapy, or; Have current or historical life-threatening hemorrhage, or; Have repeated, serious spontaneous bleeding episodes, and; Do not have neutralizing antibodies to adeno-associated virus serotype Rh74var (AAVRh74var) capsid as detected by an FDA-approved test",04/25/2024,04/25/2031,"treatment of adults with moderate to severe hemophilia B (congenital factor IX deficiency) who: Currently use factor IX prophylaxis therapy, or; Have current or historical life-threatening hemorrhage, or; Have repeated, serious spontaneous bleeding episodes, and; Do not have neutralizing antibodies to adeno-associated virus serotype Rh74var (AAVRh74var) capsid as detected by an FDA-approved test",Pfizer Inc.,66 Hudson Boulevard East,,New York,New York,' 10001 ' ,United States,490715.0
Fludarabine phosphate oral tablets,,12/18/2007,Treatment of B-cell chronic lymphocytic leukemia,Designated/Approved,,,Treatment of adult patients with B-cell chronic lymphocytic leukemia (CLL) whose disease has not responded to or has progressed during or after treatment with at least one standard alkylating-agent containing regimen,12/18/2008,12/18/2015,,"Sanofi-Aventis U.S., Inc.",55 Corproate Drive,P. O. Box 5925,Bridgewater,New Jersey,' 08807 ' ,United States,250607.0
fomepizole,Antizole,12/22/1988,Treatment of methanol or ethylene glycol poisoning.,Designated/Approved,,,"As an antidote to ethylene glycol (antifreeze) poisoning, or for use in suspected ethylene glycol ingestion.",1997-04-12 00:00:00,2004-04-12 00:00:00,,"Par Pharmaceuticals, Inc",1 Ram Ridge Road,,Chestnut Ridge,New York,' 10977 ' ,United States,33388.0
fomepizole,Antizole,12/22/1988,Treatment of methanol or ethylene glycol poisoning.,Designated/Approved,,,"Use for suspected or confirmed methanol poisoning, either alone or in combination with hemodialysis",2000-08-12 00:00:00,2007-08-12 00:00:00,,"Par Pharmaceuticals, Inc",1 Ram Ridge Road,,Chestnut Ridge,New York,' 10977 ' ,United States,33388.0
fostamatinib disodium hexahydrate,,08/25/2015,Treatment of immune thrombocytopenic purpura,Designated/Approved,,,TAVALISSE is indicated for the treatment of thrombocytopenia in adult patients with chronic immune thrombocytopenia (ITP) who have had an insufficient response to a previous treatment.,04/17/2018,04/17/2025,TAVALISSE is indicated for the treatment of thrombocytopenia in adult patients with chronic immune thrombocytopenia (ITP) who have had an insufficient response to a previous treatment.,"Rigel Pharmaceuticals, Inc.",1180 Veterans Boulevard,,South San Francisco,California,' 94080 ' ,United States,487715.0
Gallium-68 (DOTA0-Phel-Tyr3)octreotide,,10/25/2013,The management of neuroendocrine tumors,Designated/Approved,,,Ga 68 DOTATOC Injection is indicated for use with positron emission tomography (PET) for the localization of somatostatin receptor positive neuroendocrine tumors (NETs) in adult and pediatric patients.,08/21/2019,,Exclusivity waived by sponsor,University of Iowa Hospital & Clinics,Department of Radiology/PET Imaging Center,200 Hawkins Drive,Iowa City,Iowa,' 52242 ' ,United States,409513.0
Ganciclovir intravitreal implant,Vitrasert Implant,1995-07-06 00:00:00,Treatment of cytomegalovirus retinitis.,Designated/Approved,,,Treatment of CMV retinitis in patients with acquired immunodeficiency syndrome.,1996-04-03 00:00:00,2003-04-03 00:00:00,,"Bausch & Lomb Surgical, Chiron Vision Products",9342 Jeronimo Road,,Irvine,California,' 92718 ' ,United States,86494.0
Gonadorelin acetate,Lutrepulse,04/22/1987,For induction of ovulation in women with hypothalamic amenorrhea due to a deficiency or absence in the quantity or pulse pattern of endogenous GnRH secretion.,Designated/Approved,,,,1989-10-10 00:00:00,1996-10-10 00:00:00,,"Ferring Laboratories, Inc.","400 Rella Boulevard, Suite 201",,Suffern,New York,' 10901 ' ,United States,17086.0
Hemin,Panhematin,03/16/1984,"Amelioration of recurrent attacks of acute intermittent porphyria (AIP) temporarily related to the menstrual cycle in susceptible women and similar symptoms which occur in other patients with AIP, porphyria variegata and hereditary coproporphyria.",Designated/Approved,,,,07/20/1983,07/20/1990,,Abbott Laboratories,Diagnostics Division,,Abbott Park,Illinois,' 60064 ' ,United States,683.0
hepatitis B immune globulin (human),HepaGam B,03/24/2008,Prevention of hepatitis B recurrence following orthotopic liver transplant,Designated/Approved,,,Prevention of hepatitis B recurrence following liver transplantation in HBsAG-positive liver transplant patients,2007-06-04 00:00:00,2014-06-04 00:00:00,,Cangene Corporation,155 Innovation Drive,,Winnipeg,,' ' ,Canada,228506.0
Histrelin acetate,Supprelin Injection,1988-10-08 00:00:00,Treatment of central precocious puberty.,Designated/Approved,,,Treatment of central precocious puberty.,12/24/1991,12/24/1998,,Roberts Pharmaceutical Corp.,Meridian Center III,6 Industrial Way West,Eatontown,New Jersey,' 07724 ' ,United States,16986.0
"human fibrinogen concentrate, pasteurized",RiaSTAP,03/13/2008,Treatment of fibrinogen deficient patients.,Designated/Approved,,,Treatment of acute bleeding episodes in patients with congenital fibrinogen deficiency (afibrinogenemia and hypofibrinogenemia),01/16/2009,01/16/2016,,"CSL Behring, LLC",1020 First Avenue,P.O. Box 61501,King of Prussia,Pennsylvania,' 19406 ' ,United States,245107.0
hydrocortisone,Khindivi,05/13/2015,Treatment of pediatric adrenal insufficiency (0 through 16 years of age).,Designated/Approved,,,replacement therapy in pediatric patients 5 years of age and older with adrenocortical insufficiency,05/28/2025,,,"Eton Pharmaceuticals, Inc.","21925 West Field Parkway, Suite 235",,Deer Park,Illinois,' 60010 ' ,United States,441614.0
hydroxyprogesterone caproate,Makena,01/25/2007,Prevention of preterm birth in singleton pregnancies,Designated/Approved,,,Makena auto-injector for subcutaneous injection is indicated to reduce the risk of preterm birth in women with singleton pregnancy who have a history of singleton spontaneous preterm birth.,02/14/2018,,,"AMAG Pharma USA, Inc.",1100 Winter Street,,Waltham,Massachusetts,' 02154 ' ,United States,218706.0
hydroxyprogesterone caproate,Makena,01/25/2007,Prevention of preterm birth in singleton pregnancies,Designated/Approved,,,To reduce the risk of preterm birth in women with singleton pregnancy who have a history of singleton spontaneous preterm birth,2011-03-02 00:00:00,2018-03-02 00:00:00,,"AMAG Pharma USA, Inc.",1100 Winter Street,,Waltham,Massachusetts,' 02154 ' ,United States,218706.0
Hydroxyurea,Droxia,1990-01-10 00:00:00,Treatment of patients with sickle cell anemia as shown by the presence of hemoglobin S.,Designated/Approved,,,To reduce the frequency of painful crises and to reduce the need for blood transfusions in adult patients with sickle cell anemia with recurrent moderate to severe painful crises (generally at least 3 during the preceding 12 months).,02/25/1998,02/25/2005,,Bristol-Myers Squibb Pharmaceutical Research Institute,P.O. Box 4000,,Princeton,New Jersey,' 08543 ' ,United States,49590.0
Icodextrin 7.5% with Electrolytes Peritoneal Dialysis Solution,Extraneal (with 7.5% Icodextrin) Peritoneal Dialysis Solutio,07/18/1997,Treatment of those patients having end stage renal disease and requiring peritoneal dialysis treatment.,Designated/Approved,,,For use as a single daily exchange for the long (8-16 hour) dwell during continuous ambulatory peritoneal dialysis (CAPD) or automated peritoneal dialysis (APD) for the management of chronic renal failure.,12/20/2002,12/20/2009,,Baxter Healthcare Corporation,Renal Division,1620 Waukegan Road,McGaw Park,Illinois,' 60085 ' ,United States,105697.0
idarucizumab,,05/28/2015,To reverse the anticoagulant effect of dabigatran due to uncontrolled life-threatening bleeding requiring urgent intervention or a need to undergo an emergency surgery/urgent invasive procedure,Designated/Approved,,,For use in patients treated with Pradaxa when reversal of the anticoagulant effects of dabigatran is needed for emergency surgery/urgent procedures and in life-threatening or uncontrolled bleeding,10/16/2015,10/16/2022,For use in patients treated with Pradaxa when reversal of the anticoagulant effects of dabigatran is needed for emergency surgery/urgent procedures and in life-threatening or uncontrolled bleeding,"Boehringer Ingelheim Pharmaceuticals, Inc.",PO Box 368,900 Ridgebury Road,Ridgefield,Connecticut,' 06877 ' ,United States,445714.0
