,Marketing_authorisation_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Pharmaceutical_form,Administration_route,Decision,Decision_date,Decision_year,Current_status,Nonclinical_abridged,Orphan_drug_status,Marketing_authorisation_holder_extracted,Drug_class,Disease_class(es),Disease_name(s),Indication_approved_extracted,Application_date,Application_year,Document_name,Indication_approved,Indication_requested,Indication_requested_extracted,Procedure_number,Referral_body,Dataset
39,ANDA040054,METHOTREXATE SODIUM,METHOTREXATE SODIUM,HIKMA,TABLET,ORAL,Approved,01.08.1994,1994.0,authorised,yes,No,Hikma,Small molecule,,,,,,,,,,,No,FDA
40,ANDA040056,LEUCOVORIN CALCIUM PRESERVATIVE FREE,LEUCOVORIN CALCIUM,HIKMA,INJECTABLE,INJECTION,Approved,23.05.1995,1995.0,authorised,yes,No,Hikma,Small molecule,,,,,,,,,,,No,FDA
41,ANDA040057,LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,EPINEPHRINE,EASTMAN KODAK,INJECTABLE,INJECTION,Approved,26.02.1993,1993.0,Discontinued,yes,No,Kodak,Small molecule,,,,,,,,,,,No,FDA
42,ANDA040058,PROCHLORPERAZINE,PROCHLORPERAZINE,COSETTE,SUPPOSITORY,RECTAL,Approved,24.11.1993,1993.0,authorised,yes,No,Not Reported,Small molecule,,,,,,,,,,,No,FDA
43,ANDA040059,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,BAUSCH AND LOMB,SOLUTION,TOPICAL,Approved,20.12.1993,1993.0,Discontinued,yes,No,Bausch Lomb,Small molecule,,,,,,,,,,,No,FDA
44,ANDA040061,ROXILOX,ACETAMINOPHEN,ROXANE,CAPSULE,ORAL,Approved,03.07.1995,1995.0,Discontinued,yes,No,Roxane,Small molecule,,,,,,,,,,,No,FDA
45,ANDA040062,METHAZOLAMIDE,METHAZOLAMIDE,MIKART,TABLET,ORAL,Approved,27.01.1994,1994.0,authorised,yes,No,Mikart,Small molecule,,,,,,,,,,,No,FDA
46,ANDA040063,ACETIC ACID 2% IN AQUEOUS ALUMINUM ACETATE,"ACETIC ACID, GLACIAL",BAUSCH AND LOMB,solution; drops,OTIC,Approved,25.02.1994,1994.0,Discontinued,yes,No,Bausch Lomb,Small molecule,,,,,,,,,,,No,FDA
47,ANDA040064,TROPICAMIDE,TROPICAMIDE,BAUSCH AND LOMB,solution; drops,OPHTHALMIC,Approved,27.07.1994,1994.0,authorised,yes,No,Bausch & Lomb,Small molecule,Diseases of the eye and adnexa,Not Reported,Not Reported,,,,INDICATIONS AND USAGE For mydriasis and cycloplegia for diagnostic procedures.,,,,No,FDA
48,ANDA040065,PREDNISOLONE SODIUM PHOSPHATE,PREDNISOLONE SODIUM PHOSPHATE,BAUSCH AND LOMB,solution; drops,OPHTHALMIC,Approved,29.07.1994,1994.0,Discontinued,yes,No,Bausch Lomb,Small molecule,,,,,,,,,,,No,FDA
49,ANDA040066,SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,BAUSCH AND LOMB,solution; drops,OPHTHALMIC,Approved,28.12.1994,1994.0,authorised,yes,No,Bausch & Lomb,Small molecule,,,,,,,,,,,No,FDA
50,ANDA040067,TROPICAMIDE,TROPICAMIDE,BAUSCH AND LOMB,solution; drops,OPHTHALMIC,Approved,27.07.1994,1994.0,authorised,yes,No,Bausch Lomb,Small molecule,,,,,,,,,,,No,FDA
51,ANDA040069,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,BAUSCH AND LOMB,solution; drops,ophthalmic; otic,Approved,26.07.1996,1996.0,authorised,yes,No,Bausch Lomb,Small molecule,Diseases of the eye and adnexa; Diseases of the ear and mastoid process; Infectious and parasitic diseases,"<Ophthalmic Diseases>; <Conjunctivitis, Allergic>; <Acne Rosacea>; <Keratitis>; <Herpes Zoster Ophthalmicus>; <Iritis>; <Cyclitis>; <Conjunctivitis>; <Corneal Injuries>; <Burns, Chemical>; <Burns, Thermal>; <Otitis Externa>","<Ophthalmic Diseases>; <Conjunctivitis, Allergic>; <Acne Rosacea>; <Keratitis>; <Herpes Zoster Ophthalmicus>; <Iritis>; <Cyclitis>; <Conjunctivitis>; <Corneal Injuries>; <Burns, Chemical>; <Burns, Thermal>; <Otitis Externa>",,,,"INDICATIONS AND USAGE For the treatment of the following conditions: Ophthalmic: Steroid responsive inflammatory conditions of the palpebral and bulbar conjunctiva, cornea, and anterior segment of the globe, such as allergic conjunctivitis, acne rosacea, superficial punctate keratitis, herpes zoster keratitis, iritis, cyclitis, selected infective conjunctivitis when the inherent hazard of steroid use is accepted to obtain an advisable diminution in edema and inflammation; corneal injury from chemical or thermal burns, or penetration of foreign bodies. Otic: Steroid responsive inflammatory conditions of the external auditory meatus, such as allergic otitis externa, selected purulent and nonpurulent infective otitis externa when the hazard of steroid use is accepted to obtain an advisable diminution in edema and inflammation.",,,,No,FDA
52,ANDA040070,PREDNISOLONE SODIUM PHOSPHATE,PREDNISOLONE SODIUM PHOSPHATE,BAUSCH AND LOMB,solution; drops,OPHTHALMIC,Approved,29.07.1994,1994.0,authorised,yes,No,Bausch Lomb,Small molecule,,,,,,,,,,,No,FDA
53,ANDA040073,NAFAZAIR,NAPHAZOLINE HYDROCHLORIDE,BAUSCH AND LOMB,solution; drops,OPHTHALMIC,Approved,25.05.1994,1994.0,Discontinued,yes,No,Bausch and Lomb,Small molecule,,,,,,,,,,,No,FDA
54,ANDA040074,PROPARACAINE HYDROCHLORIDE,PROPARACAINE HYDROCHLORIDE,BAUSCH AND LOMB,solution; drops,OPHTHALMIC,Approved,29.09.1995,1995.0,authorised,yes,No,Bausch Lomb,Small molecule,,,,,,,,,,,No,FDA
55,ANDA040075,PENTOLAIR,CYCLOPENTOLATE HYDROCHLORIDE,BAUSCH AND LOMB,solution; drops,OPHTHALMIC,Approved,29.04.1994,1994.0,authorised,yes,No,Bausch Lomb,Small molecule,,,,,,,,,,,No,FDA
56,ANDA040078,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,HOSPIRA,INJECTABLE,INJECTION,Approved,23.06.1995,1995.0,authorised,yes,No,Hospira,Small molecule,,,,,,,,,,,No,FDA
57,ANDA040079,THIAMINE HYDROCHLORIDE,THIAMINE HYDROCHLORIDE,HOSPIRA,INJECTABLE,INJECTION,Approved,03.05.1996,1996.0,Discontinued,yes,No,Hospira,Small molecule,,,,,,,,,,,No,FDA
58,ANDA040081,HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,TEVA PHARMS,TABLET,ORAL,Approved,30.09.1994,1994.0,authorised,yes,No,Teva,Small molecule,Infectious and parasitic diseases; Diseases of the musculoskeletal system and connective tissue; Diseases of the skin,<Malaria>; <Rheumatoid Arthritis>; <Systemic Lupus Erythematosus>; <Chronic Discoid Lupus Erythematosus>,<Malaria>; <Rheumatoid Arthritis>; <Systemic Lupus Erythematosus>; <Chronic Discoid Lupus Erythematosus>,,,,"1 INDICATIONS AND USAGE Hydroxychloroquine sulfate tablets are an antimalarial and antirheumatic indicated for the: Treatment of uncomplicated malaria due to Plasmodium falciparum, Plasmodium malariae, Plasmodium ovale, and Plasmodium vivax in adult and pediatric patients. ( 1.1 ) Prophylaxis of malaria in geographic areas where chloroquine resistance is not reported in adult and pediatric patients. ( 1.1 ) Treatment of rheumatoid arthritis in adults. ( 1.2 ) Treatment of systemic lupus erythematosus in adults. ( 1.3 ) Treatment of chronic discoid lupus erythematosus in adults. ( 1.4 ) Limitations of Use ( 1.1 ) : Hydroxychloroquine sulfate tablets are not recommended for the: Treatment of complicated malaria. Treatment of chloroquine or hydroxychloroquine-resistant strains of Plasmodium species. Treatment of malaria acquired in geographic areas where chloroquine resistance occurs or when the Plasmodium species has not been identified. Prophylaxis of malaria in geographic areas where chloroquine resistance occurs. Prevention of relapses of P. vivax or P. ovale because it is not active against the hypnozoite liver stage forms of these parasites. For radical cure of P. vivax and P. ovale infections, concomitant therapy with an 8-aminoquinoline drug is necessary. 1.1 Malaria Hydroxychloroquine sulfate tablets are indicated in adult and pediatric patients for the: Treatment of uncomplicated malaria due to Plasmodium falciparum, Plasmodium malariae, Plasmodium vivax, and Plasmodium ovale. Prophylaxis of malaria in geographic areas where chloroquine resistance is not reported. Limitations of Use: Hydroxychloroquine sulfate tablets are not recommended for: Treatment of complicated malaria. Treatment of malaria by chloroquine or hydroxychloroquine-resistant strains of Plasmodium species [see Microbiology ( 12.4 )]. Treatment of malaria acquired in geographic areas where chloroquine resistance occurs or when the Plasmodium species has not been identified. Prophylaxis of malaria in geographic areas where chloroquine resistance occurs. Prevention of relapses of P. vivax or P. ovale because it is not active against the hypnozoite liver stage forms of these parasites. For radical cure of P. vivax and P. ovale infections, concomitant therapy with an 8-aminoquinoline drug is necessary [see Microbiology ( 12.4 )]. For the most current information about drug resistance, refer to the latest recommendations from the Center for Disease Control and Prevention 1 . 1.2 Rheumatoid Arthritis Hydroxychloroquine sulfate tablets are indicated for the treatment of acute and chronic rheumatoid arthritis in adults. 1.3 Systemic Lupus Erythematosus Hydroxychloroquine sulfate tablets are indicated for the treatment of systemic lupus erythematosus in adults. 1.4 Chronic Discoid Lupus Erythematosus Hydroxychloroquine sulfate tablets are indicated for the treatment of chronic discoid lupus erythematosus in adults.",,,,No,FDA
59,ANDA040083,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,TG UNITED INC,CAPSULE,ORAL,Approved,07.03.1997,1997.0,Discontinued,yes,No,TG UNITED,Small molecule,,,,,,,,,,,No,FDA
60,ANDA040084,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,MALLINCKRODT,TABLET,ORAL,Approved,01.06.1995,1995.0,Discontinued,yes,No,Mallinckrodt,Small molecule,,,,,,,,,,,No,FDA
61,ANDA040085,ESGIC-PLUS,ACETAMINOPHEN,MIKART,CAPSULE,ORAL,Approved,28.03.1996,1996.0,Discontinued,yes,No,Mikart,Small molecule,,,,,,,,,,,No,FDA
62,ANDA040086,THEOPHYLLINE,THEOPHYLLINE,RHODES PHARMS,tablet,ORAL,Approved,15.04.1996,1996.0,authorised,yes,No,Rhodes,Small molecule,Diseases of the respiratory system,<Asthma>; <Emphysema>; <Chronic Bronchitis>,<Asthma>; <Emphysema>; <Chronic Bronchitis>,,,,"INDICATIONS AND USAGE Theophylline is indicated for the treatment of the symptoms and reversible airflow obstruction associated with chronic asthma and other chronic lung diseases, e.g., emphysema and chronic bronchitis.",,,,No; Yes,FDA
63,ANDA040088,METHADONE HYDROCHLORIDE,METHADONE HYDROCHLORIDE,VISTAPHARM LLC,CONCENTRATE,ORAL,Approved,30.11.1994,1994.0,authorised,yes,No,VISTAPHARM,Small molecule,Mental and behavioural disorders,<Opioid-Related Disorders>,<Opioid-Related Disorders>,,,,"1 INDICATIONS AND USAGE Methadone hydrochloride oral concentrate contains methadone, an opioid agonist indicated for the: detoxification treatment of opioid addiction (heroin or other morphine-like drugs). maintenance treatment of opioid addiction (heroin or other morphine-like drugs), in conjunction with appropriate social and medical services. Limitations of Use Methadone products used for the treatment of opioid addiction in detoxification or maintenance programs are subject to the conditions for distribution and use required under 21 CFR, Title 42, Sec 8 [see Dosage and Administration ( 2.1 )] . Methadone hydrochloride oral concentrate is an opioid agonist indicated for the: Detoxification treatment of opioid addiction (heroin or other morphine-like drugs). ( 1 ) Maintenance treatment of opioid addiction (heroin or other morphine-like drugs), in conjunction with appropriate social and medical services. ( 1 ) Limitations of Use Methadone products used for the treatment of opioid addiction in detoxification or maintenance programs are subject to the conditions for distribution and use required under 21 CFR, Title 42, Sec. 8. ( 2.1 )",,,,No,FDA
64,ANDA040089,ACETAZOLAMIDE SODIUM,ACETAZOLAMIDE SODIUM,HIKMA,INJECTABLE,INJECTION,Approved,28.02.1995,1995.0,authorised,yes,No,Hikma,Small molecule,Diseases of the circulatory system; Diseases of the nervous system; Diseases of the eye and adnexa,"<Edema>; <Heart Failure, Congestive>; <Epilepsy>; <Glaucoma, Open-Angle>; <Glaucoma, Secondary>; <Glaucoma, Angle-Closure>","<Edema>; <Heart Failure, Congestive>; <Epilepsy>; <Glaucoma, Open-Angle>; <Glaucoma, Secondary>; <Glaucoma, Angle-Closure>",,,,"INDICATIONS AND USAGE For adjunctive treatment of: edema due to congestive heart failure; drug-induced edema; centrencephalic epilepsies (petit mal, unlocalized seizures); chronic simple (open-angle) glaucoma, secondary glaucoma, and preoperatively in acute angle-closure glaucoma where delay of surgery is desired in order to lower intraocular pressure.",,,,No,FDA
65,ANDA040090,ISONIAZID,ISONIAZID,OMNIVIUM PHARMS,TABLET,ORAL,Approved,26.06.1997,1997.0,authorised,yes,No,Omnivium,Small molecule,,,,,,,,,,,No,FDA
66,ANDA040091,SULFADIAZINE,SULFADIAZINE,EPIC PHARMA LLC,TABLET,ORAL,Approved,29.07.1994,1994.0,authorised,yes,No,EPIC,Small molecule,,,,,,,,,,,No,FDA
67,ANDA040092,DIGOXIN PEDIATRIC,DIGOXIN,HOSPIRA,INJECTABLE,INJECTION,Approved,25.04.1996,1996.0,Discontinued,yes,No,Hospira,Small molecule,,,,,,,,,,,No,FDA
68,ANDA040093,DIGOXIN,DIGOXIN,HOSPIRA,INJECTABLE,INJECTION,Approved,16.05.1996,1996.0,Discontinued,yes,No,Hospira,Small molecule,,,,,,,,,,,No,FDA
69,ANDA040094,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,WATSON LABS,TABLET,ORAL,Approved,29.09.1995,1995.0,Discontinued,yes,No,Watson,Small molecule,,,,,,,,,,,No,FDA
70,ANDA040095,HEPARIN SODIUM,HEPARIN SODIUM,HOSPIRA,INJECTABLE,INJECTION,Approved,26.07.1996,1996.0,Discontinued,yes,No,Hospira,Peptides and proteins,,,,,,,,,,,No,FDA
71,ANDA040097,HYDROCORTISONE AND ACETIC ACID,"ACETIC ACID, GLACIAL",BAUSCH AND LOMB,solution; drops,OTIC,,,,Discontinued,yes,No,Bausch & Lomb,Small molecule,,,,,,,,,,,No,FDA
72,ANDA040098,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,DAVA PHARMS INC,SOLUTION,ORAL,Approved,20.09.1996,1996.0,Discontinued,yes,No,DAVA,Small molecule,,,,,,,,,,,No,FDA
73,ANDA040099,NORCO,ACETAMINOPHEN,APIL,TABLET,ORAL,Approved,25.06.1997,1997.0,Discontinued,yes,No,APIL,Small molecule,,,,,,,,,,,No,FDA
74,ANDA040100,LORTAB,ACETAMINOPHEN,UCB INC,TABLET,ORAL,Approved,26.01.1996,1996.0,Discontinued,yes,No,UCB,Small molecule,,,,,,,,,,,No,FDA
75,ANDA040101,PROCHLORPERAZINE MALEATE,PROCHLORPERAZINE MALEATE,CHARTWELL RX,TABLET,ORAL,Approved,19.07.1996,1996.0,Discontinued,yes,No,Chartwell,Small molecule,Mental and behavioural disorders; Diseases of the nervous system,<Schizophrenia>; <Anxiety Disorders>,<Schizophrenia>; <Anxiety Disorders>,,,,"INDICATIONS AND USAGE For control of severe nausea and vomiting. For the treatment of schizophrenia. Prochlorperazine maleate tablets are effective for the short-term treatment of generalized non-psychotic anxiety. However, prochlorperazine is not the first drug to be used in therapy for most patients with non-psychotic anxiety, because certain risks associated with its use are not shared by common alternative treatments (e.g., benzodiazepines). When used in the treatment of non-psychotic anxiety, prochlorperazine maleate tablets should not be administered at doses of more than 20 mg per day or for longer than 12 weeks, because the use of prochlorperazine maleate tablets at higher doses or for longer intervals may cause persistent tardive dyskinesia that may prove irreversible (see WARNINGS ). The effectiveness of prochlorperazine maleate tablets as treatment for non-psychotic anxiety was established in 4-week clinical studies of outpatients with generalized anxiety disorder. This evidence does not predict that prochlorperazine maleate tablets will be useful in patients with other non-psychotic conditions in which anxiety, or signs that mimic anxiety, are found (e.g., physical illness, organic mental conditions, agitated depression, character pathologies, etc.). Prochlorperazine maleate tablets has not been shown effective in the management of behavioral complications in patients with mental retardation.",,,,No,FDA
76,ANDA040102,METHAZOLAMIDE,METHAZOLAMIDE,ATHEM,TABLET,ORAL,Approved,28.08.1996,1996.0,Discontinued,yes,No,ATHEM,Small molecule,,,,,,,,,,,No,FDA
77,ANDA040103,BENZTROPINE MESYLATE,BENZTROPINE MESYLATE,AIPING PHARM INC,TABLET,ORAL,Approved,12.12.1996,1996.0,authorised,yes,No,AIPING,Small molecule,Diseases of the nervous system; Mental and behavioural disorders,<Parkinsonian Disorders>; <Extrapyramidal Disorders>,<Parkinsonian Disorders>; <Extrapyramidal Disorders>,,,,"INDICATIONS AND USAGE Benztropine mesylate tablets are indicated for use as an adjunct in the therapy of all forms of parkinsonism. Useful also in the control of extrapyramidal disorders (except tardive dyskinesia – see PRECAUTIONS ) due to neuroleptic drugs (e.g., phenothiazines).",,,,No,FDA
78,ANDA040104,HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,SANDOZ,TABLET,ORAL,Approved,30.11.1995,1995.0,authorised,yes,No,Sandoz,Small molecule,,,,,,,,,,,No,FDA
79,ANDA040105,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN,ENDO OPERATIONS,TABLET,ORAL,Approved,30.07.1996,1996.0,Discontinued,yes,No,Endo,Small molecule,,,,,,,,,,,No,FDA
80,ANDA040106,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN,VINTAGE PHARMS,CAPSULE,ORAL,Approved,30.07.1996,1996.0,Discontinued,yes,No,Vintage,Small molecule,,,,,,,,,,,No,FDA
81,ANDA040108,ACETAZOLAMIDE SODIUM,ACETAZOLAMIDE SODIUM,HOSPIRA,INJECTABLE,INJECTION,Approved,30.10.1995,1995.0,Discontinued,yes,No,Hospira,Small molecule,,,,,,,,,,,No,FDA
82,ANDA040109,"ACETAMINOPHEN, CAFFEINE, AND DIHYDROCODEINE BITARTRATE",ACETAMINOPHEN,MIKART,CAPSULE,ORAL,Approved,26.08.1997,1997.0,Discontinued,yes,No,Mikart,Small molecule,,,,,,,,,,,No,FDA
83,ANDA040110,MEPERIDINE HYDROCHLORIDE,MEPERIDINE HYDROCHLORIDE,HIKMA,TABLET,ORAL,Approved,12.03.1997,1997.0,Discontinued,yes,No,Hikma,Small molecule,,,,,,,,,,,No,FDA
84,ANDA040111,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE,ANI PHARMS,tablet,ORAL,Approved,13.12.1996,1996.0,Discontinued,yes,No,ANI,Small molecule,,,,,,,,,,,No,FDA
85,ANDA040113,CHLORZOXAZONE,CHLORZOXAZONE,ACTAVIS ELIZABETH,TABLET,ORAL,Approved,29.09.1995,1995.0,Discontinued,yes,No,Actavis,Small molecule,,,,,,,,,,,No,FDA
86,ANDA040114,ESTRADIOL,ESTRADIOL,RUBICON RESEARCH,TABLET,ORAL,Approved,14.03.1996,1996.0,Discontinued,yes,No,Rubicon,Small molecule,,,,,,,,,,,No,FDA
87,ANDA040116,CARISOPRODOL AND ASPIRIN,ASPIRIN,GENUS,TABLET,ORAL,Approved,25.04.1996,1996.0,Discontinued,yes,No,Genus,Small molecule,,,,,,,,,,,No,FDA
88,ANDA040117,VICODIN HP,ACETAMINOPHEN,ABBVIE,TABLET,ORAL,Approved,23.09.1996,1996.0,Discontinued,yes,No,AbbVie,Small molecule,,,,,,,,,,,No,FDA
89,ANDA040118,"CARISOPRODOL, ASPIRIN AND CODEINE PHOSPHATE",ASPIRIN,SANDOZ,TABLET,ORAL,Approved,16.04.1996,1996.0,Discontinued,yes,No,Sandoz,Small molecule,,,,,,,,,,,No,FDA
90,ANDA040119,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,PAI HOLDINGS,SOLUTION,ORAL,Approved,26.04.1996,1996.0,Discontinued,yes,No,PAI,Small molecule,,,,,,,,,,,No,FDA
91,ANDA040120,PROCHLORPERAZINE MALEATE,PROCHLORPERAZINE MALEATE,TEVA PHARMS,TABLET,ORAL,Approved,11.07.1996,1996.0,Discontinued,yes,No,TEVA,Small molecule,,,,,,,,,,,No,FDA
92,ANDA040122,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,WATSON LABS,TABLET,ORAL,Approved,04.03.1996,1996.0,Discontinued,yes,No,Watson,Small molecule,,,,,,,,,,,No,FDA
93,ANDA040123,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,WATSON LABS,TABLET,ORAL,Approved,04.03.1996,1996.0,Discontinued,yes,No,Watson,Small molecule,,,,,,,,,,,No,FDA
94,ANDA040124,CARISOPRODOL,CARISOPRODOL,HIKMA INTL PHARMS,TABLET,ORAL,Approved,24.01.1996,1996.0,Discontinued,yes,No,Hikma,Small molecule,,,,,,,,,,,No,FDA
95,ANDA040125,THIORIDAZINE HYDROCHLORIDE,THIORIDAZINE HYDROCHLORIDE,EPIC PHARMA LLC,CONCENTRATE,ORAL,Approved,16.08.1996,1996.0,Discontinued,yes,No,EPIC,Small molecule,,,,,,,,,,,No,FDA
96,ANDA040126,THIORIDAZINE HYDROCHLORIDE,THIORIDAZINE HYDROCHLORIDE,EPIC PHARMA LLC,CONCENTRATE,ORAL,Approved,16.08.1996,1996.0,Discontinued,yes,No,EPIC,Small molecule,,,,,,,,,,,No,FDA
97,ANDA040131,EDROPHONIUM CHLORIDE,EDROPHONIUM CHLORIDE,HOSPIRA,INJECTABLE,INJECTION,Approved,24.02.1998,1998.0,Discontinued,yes,No,Hospira,Small molecule,,,,,,,,,,,No,FDA
98,ANDA040133,HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,WATSON LABS,TABLET,ORAL,Approved,30.11.1995,1995.0,Discontinued,yes,No,Watson,Small molecule,,,,,,,,,,,No,FDA
99,ANDA040134,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,UCB INC,TABLET,ORAL,Approved,21.11.1996,1996.0,Discontinued,yes,No,UCB,Small molecule,,,,,,,,,,,No,FDA
100,ANDA040135,ESTROPIPATE,ESTROPIPATE,BARR,TABLET,ORAL,Approved,27.11.1996,1996.0,Discontinued,yes,No,Barr,Small molecule,,,,,,,,,,,No,FDA
101,ANDA040136,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,AM REGENT,INJECTABLE,INJECTION,Approved,30.06.1997,1997.0,authorised,yes,No,Not Reported,Small molecule,Diseases of the circulatory system,<Hypertension>,<Hypertension>,,,,INDICATIONS AND USAGE Severe essential hypertension when the drug cannot be given orally or when there is an urgent need to lower blood pressure.,,,,No,FDA
102,ANDA040137,CHLORZOXAZONE,CHLORZOXAZONE,WATSON LABS,TABLET,ORAL,Approved,09.08.1996,1996.0,Discontinued,yes,No,Watson,Small molecule,,,,,,,,,,,No,FDA
103,ANDA040138,ESTRADIOL,ESTRADIOL,LANNETT CO INC,TABLET,ORAL,Approved,30.01.1998,1998.0,Discontinued,yes,No,Lannett,Small molecule,,,,,,,,,,,No,FDA
104,ANDA040139,PROPOXYPHENE HYDROCHLORIDE AND ACETAMINOPHEN,ACETAMINOPHEN,WATSON LABS,TABLET,ORAL,Approved,16.12.1996,1996.0,Discontinued,yes,No,Watson,Small molecule,,,,,,,,,,,No,FDA
105,ANDA040140,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,HOSPIRA,INJECTABLE,INJECTION,Approved,20.11.1998,1998.0,Discontinued,yes,No,Hospira,Small molecule,,,,,,,,,,,No,FDA
106,ANDA040143,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,VINTAGE PHARMS,TABLET,ORAL,Approved,22.02.1996,1996.0,Discontinued,yes,No,Vintage,Small molecule,,,,,,,,,,,No,FDA
107,ANDA040144,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,VINTAGE PHARMS,TABLET,ORAL,Approved,22.02.1996,1996.0,Discontinued,yes,No,Vintage,Small molecule,,,,,,,,,,,No,FDA
108,ANDA040145,WARFARIN SODIUM,WARFARIN SODIUM,BARR,TABLET,ORAL,Approved,26.03.1997,1997.0,Discontinued,yes,No,Barr,Small molecule,,,,,,,,,,,No,FDA
109,ANDA040146,FLUPHENAZINE HYDROCHLORIDE,FLUPHENAZINE HYDROCHLORIDE,PHARM ASSOC,ELIXIR,ORAL,Approved,21.08.1996,1996.0,authorised,yes,No,Not Reported,Small molecule,Mental and behavioural disorders,<Psychotic Disorders>,<Psychotic Disorders>,,,,INDICATIONS AND USAGE Fluphenazine hydrochloride elixir is indicated in the management of manifestations of psychotic disorders. Fluphenazine hydrochloride has not been shown effective in the management of behavioral complications in patients with mental retardation.,,,,No,FDA
110,ANDA040147,LEUCOVORIN CALCIUM PRESERVATIVE FREE,LEUCOVORIN CALCIUM,HOSPIRA,SOLUTION,intramuscular; intravenous,Approved,25.06.1997,1997.0,Discontinued,yes,No,Hospira,Small molecule,,,,,,,,,,,No,FDA
111,ANDA040148,HYDROCODONE BITARTRATE AND ACETAMINOPHEN; NORCO,ACETAMINOPHEN,APIL,TABLET,ORAL,Approved,14.02.1997,1997.0,Discontinued,yes,No,APIL,Small molecule,,,,,,,,,,,No,FDA
112,ANDA040149,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,SANDOZ,TABLET,ORAL,Approved,27.01.1997,1997.0,Discontinued,yes,No,Sandoz,Small molecule,,,,,,,,,,,No,FDA
113,ANDA040150,HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,CREEKWOOD PHARMS,TABLET,ORAL,Approved,27.01.1996,1996.0,authorised,yes,No,Creekwood,Small molecule,,,,,,,,,,,No,FDA
114,ANDA040151,PROMETHAZINE HYDROCHLORIDE AND CODEINE PHOSPHATE,CODEINE PHOSPHATE,HIKMA,SYRUP,ORAL,Approved,26.08.1997,1997.0,Discontinued,yes,No,Hikma,Small molecule,,,,,,,,,,,No,FDA
115,ANDA040152,CARISOPRODOL,CARISOPRODOL,WATSON LABS,TABLET,ORAL,Approved,03.12.1996,1996.0,Discontinued,yes,No,Watson,Small molecule,,,,,,,,,,,No,FDA
116,ANDA040153,TRIFLUOPERAZINE HYDROCHLORIDE,TRIFLUOPERAZINE HYDROCHLORIDE,ATHEM,TABLET,ORAL,Approved,25.10.1996,1996.0,Discontinued,yes,No,ATHEM,Small molecule,,,,,,,,,,,No,FDA
117,ANDA040155,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,VINTAGE PHARMS,TABLET,ORAL,Approved,14.04.1997,1997.0,Discontinued,yes,No,Vintage,Small molecule,,,,,,,,,,,No,FDA
118,ANDA040156,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE,IMPAX LABS INC,CAPSULE,ORAL,Approved,15.07.1996,1996.0,authorised,yes,No,Impax,Small molecule,,,,,,,,,,,No,FDA
119,ANDA040157,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,VINTAGE PHARMS,TABLET,ORAL,Approved,12.04.1996,1996.0,Discontinued,yes,No,Vintage,Small molecule,,,,,,,,,,,No,FDA
