Marketing_authorisation_number,Indications_and_usage,Origin,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Pharmaceutical_form,Administration_route,Decision,Decision_date,Decision_year,Current_status,Nonclinical_abridged,Referral,Orphan_drug_status,Marketing_authorisation_holder_extracted,Drug_class,Disease_class(es),Disease_name(s),Agency
anda213820,,fda,nitazoxanide,nitazoxanide,rising,tablet,oral,approved,27.11.2020,2020,authorised,yes,no,no,not reported,,,,FDA
anda213821,,fda,acarbose,acarbose,hangzhou zhongmei,tablet,oral,approved,18.08.2020,2020,discontinued,yes,no,no,zhongmei,,,,FDA
anda213823,1 indications and usage bortezomib for injection is a proteasome inhibitor indicated for: • treatment of adult patients with multiple myeloma ( 1.1 ) • treatment of adult patients with mantle cell lymphoma ( 1.2 ) 1.1 multiple myeloma bortezomib for injection is indicated for the treatment of adult patients with multiple myeloma. 1.2 mantle cell lymphoma bortezomib for injection is indicated for the treatment of adult patients with mantle cell lymphoma.,fda,bortezomib,bortezomib,baxter hlthcare corp,injection,intravenous; subcutaneous,approved,02.05.2022,2022,authorised,yes,no,no,baxter,,neoplasms; diseases of the blood and blood-forming organs,<multiple myeloma>; <mantle cell lymphoma>,FDA
anda213825,,fda,aminocaproic acid,aminocaproic acid,ajenat pharms,solution,oral,approved,08.04.2021,2021,authorised,yes,no,no,ajenat,,,,FDA
anda213826,"indications and usage nystatin ointment, is indicated in the treatment of cutaneous or mucocutaneous mycotic infections caused by candida albicans and other susceptible candida species. nystatin ointment is not indicated for systemic, oral, intravaginal or ophthalmic use.",fda,nystatin,nystatin,macleods pharms ltd,ointment,topical,approved,14.01.2021,2021,authorised,yes,no,no,macleods,,infectious and parasitic diseases; diseases of the skin,<mycoses>,FDA
anda213827,,fda,metolazone,metolazone,innogenix,tablet,oral,approved,30.03.2021,2021,authorised,yes,no,no,innogenix,,,,FDA
anda213829,,fda,leuprolide acetate,leuprolide acetate,rk pharma,solution,subcutaneous,approved,13.08.2021,2021,authorised,yes,no,no,rk,,,,FDA
anda213830,,fda,nebivolol hydrochloride,nebivolol hydrochloride,unichem,tablet,oral,approved,15.03.2022,2022,authorised,yes,no,no,unichem,,,,FDA
anda213834,,fda,extended phenytoin sodium,phenytoin sodium,unichem,capsule,oral,approved,13.10.2022,2022,discontinued,yes,no,no,unichem,,,,FDA
anda213836,,fda,metaxalone,metaxalone,ingenus pharms llc,tablet,oral,approved,21.10.2020,2020,discontinued,yes,no,no,ingenus,,,,FDA
anda213842,,fda,fenofibrate (micronized),fenofibrate,alembic,capsule,oral,approved,19.10.2020,2020,authorised,yes,no,no,alembic,,,,FDA
anda213843,,fda,naloxone hydrochloride,naloxone hydrochloride,mylan labs ltd,injection,injection,approved,09.06.2022,2022,authorised,yes,no,no,mylan,,,,FDA
anda213845,,fda,tenofovir alafenamide,tenofovir alafenamide,sunshine lake,tablet,oral,conditional marketing authorisation,08.07.2021,2021,none (conditional marketing authorisation),yes,no,no,sunshine lake,,,,FDA
anda213847,,fda,dapsone,dapsone,mylan,gel,topical,approved,04.02.2022,2022,authorised,yes,no,no,mylan,,,,FDA
anda213852,,fda,amphetamine sulfate,amphetamine sulfate,rhodes pharms,tablet,oral,approved,07.09.2021,2021,discontinued,yes,no,no,rhodes,,,,FDA
anda213853,,fda,atorvastatin calcium,atorvastatin calcium,umedica,tablet,oral,approved,19.08.2020,2020,authorised,yes,no,no,umedica,,,,FDA
anda213854,"1 indications and usage metoprolol succinate, is a beta-adrenergic blocker indicated for the treatment of: hypertension, to lower blood pressure. lowering blood pressure reduces the risk of fatal and non-fatal cardiovascular events, primarily strokes and myocardial infarctions. ( 1.1 ) angina pectoris. ( 1.2 ) heart failure, to reduce the risk of cardiovascular mortality and heart failure hospitalizations in patients with heart failure. ( 1.3 ) 1.1 hypertension metoprolol succinate extended-release tablets are indicated for the treatment of hypertension, to lower blood pressure. lowering blood pressure lowers the risk of fatal and non-fatal cardiovascular events, primarily strokes and myocardial infarctions. these benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including metoprolol. control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. many patients will require more than 1 drug to achieve blood pressure goals. for specific advice on goals and management, see published guidelines, such as those of the national high blood pressure education program’s joint national committee on prevention, detection, evaluation, and treatment of high blood pressure (jnc). numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. the largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly. elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmhg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal. some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). these considerations may guide selection of therapy. metoprolol succinate extended-release tablets may be administered with other antihypertensive agents. 1.2 angina pectoris metoprolol succinate extended-release tablets are indicated in the long-term treatment of angina pectoris, to reduce angina attacks and to improve exercise tolerance. 1.3 heart failure metoprolol succinate extended-release tablets are indicated to reduce the risk of cardiovascular mortality and heart-failure hospitalization in patients with heart failure.",fda,metoprolol succinate,metoprolol succinate,yichang humanwell,tablet,oral,approved,12.02.2021,2021,authorised,yes,no,no,humanwell,,diseases of the circulatory system,<hypertension>; <angina pectoris>; <heart failure>,FDA
anda213856,1 indications and usage regadenoson injection is a pharmacologic stress agent indicated for radionuclide myocardial perfusion imaging (mpi) in patients unable to undergo adequate exercise stress. regadenoson injection is a pharmacologic stress agent indicated for radionuclide myocardial perfusion imaging (mpi) in patients unable to undergo adequate exercise stress ( 1 ).,fda,regadenoson,regadenoson,mylan,solution,intravenous,approved,04.04.2023,2023,authorised,yes,no,no,mylan,,diseases of the circulatory system,not reported,FDA
anda213857,,fda,lopinavir and ritonavir,lopinavir,laurus,tablet,oral,approved,21.03.2022,2022,authorised,yes,no,no,laurus,,,,FDA
anda213858,,fda,tolterodine tartrate,tolterodine tartrate,utopic pharms,capsule,oral,approved,02.02.2021,2021,authorised,yes,no,no,utopic,,,,FDA
anda213859,"1 indications and usage esomeprazole magnesium delayed-release capsules are a proton pump inhibitor (ppi). esomeprazole magnesium delayed-release capsules are indicated for the: • short-term treatment in the healing of erosive esophagitis (ee) in adults and pediatric patients 12 years to 17 years of age. ( 1.1 ) • maintenance of healing of ee in adults. ( 1.2 ) • short-term treatment of heartburn and other symptoms associated gerd in adults and pediatric patients 12 years to 17 years of age. ( 1.3 ) • risk reduction of nonsteroidal anti-inflammatory drugs (nsaid)-associated gastric ulcer in adults at risk for developing gastric ulcers due to age (60 years and older) and/or documented history of gastric ulcers. ( 1.4 ) • helicobacter pylori eradication in adult patients to reduce the risk of duodenal ulcer recurrence in combination with amoxicillin and clarithromycin. ( 1.5 ) • long-term treatment of pathological hypersecretory conditions, including zollinger-ellison syndrome in adults. ( 1.6 ) 1.1 healing of erosive esophagitis (ee) adults esomeprazole magnesium delayed-release capsules are indicated for the short-term treatment (4 to 8 weeks) in the healing and symptomatic resolution of diagnostically confirmed ee in adults. for those patients who have not healed after 4 to 8 weeks of treatment, an additional 4- to 8-week course of esomeprazole magnesium delayed-release capsules may be considered. pediatric patients 12 years to 17 years of age esomeprazole magnesium delayed-release capsules are indicated for the short-term treatment (4 to 8 weeks) for the healing of ee in pediatric patients 12 years to 17 years of age. 1.2 maintenance of healing of ee esomeprazole magnesium delayed-release capsules are indicated for the maintenance of healing of ee in adults. controlled studies do not extend beyond 6 months. 1.3 treatment of symptomatic gerd adults esomeprazole magnesium delayed-release capsules are indicated for short-term treatment (4 to 8 weeks) of heartburn and other symptoms associated with gerd in adults. pediatric patients 12 years to 17 years of age esomeprazole magnesium delayed-release capsules are indicated for short-term treatment (4 weeks) of heartburn and other symptoms associated with gerd in pediatric patients 12 years to 17 years of age. 1.4 risk reduction of nonsteroidal anti-inflammatory drugs (nsaid)-associated gastric ulcer esomeprazole magnesium delayed-release capsules are indicated for the reduction in the occurrence of gastric ulcers associated with continuous nsaid therapy in adult patients at risk for developing gastric ulcers. patients are considered to be at risk due to their age (60 years and older) and/or documented history of gastric ulcers. controlled studies do not extend beyond 6 months. 1.5 helicobacter pylori eradication to reduce the risk of duodenal ulcer recurrence eradication of h. pylori has been shown to reduce the risk of duodenal ulcer recurrence. triple therapy esomeprazole magnesium delayed-release capsules in combination with amoxicillin and clarithromycin is indicated for the treatment of adult patients with h. pylori infection and duodenal ulcer disease (active or history of within the past 5 years) to eradicate h. pylori . in patients who fail therapy, susceptibility testing should be done. if resistance to clarithromycin is demonstrated or susceptibility testing is not possible, alternative antimicrobial therapy should be instituted [see clinical pharmacology (12.4) and the prescribing information for clarithromycin]. 1.6 pathological hypersecretory conditions including zollinger-ellison syndrome esomeprazole magnesium delayed-release capsules are indicated for the long-term treatment of pathological hypersecretory conditions, including zollinger-ellison syndrome, in adults.",fda,esomeprazole magnesium,esomeprazole magnesium,guangzhou novaken,capsule; pellet,oral,approved,18.11.2020,2020,authorised,yes,no,no,novaken,,diseases of the digestive system; infectious and parasitic diseases,<erosive esophagitis>; <gastroesophageal reflux>; <gastric ulcer>; <duodenal ulcer>; <zollinger-ellison syndrome>,FDA
